mp-1196872 Li4Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105117 LiVCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757108 LiFe2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218519 K4MoS3O14 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-10340 CoHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1565616 TiMn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218429 ZnNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757567 Na5Mn3S4(O4F)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758905 NbTlV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209629 Li2MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557105 SrMg30VO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192289 KFe(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757198 K2Mo(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-674964 Sr2ScNiPO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287553 Ti3Nb2V3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193927 LiVP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191380 La3FeW(SO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275562 FeSb2C6(OF2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-688785 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754601 Cd4Mo3WO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772306 Y2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201407 V4CoH4C4(NO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558306 ReWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218722 LiFe3P3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211425 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760320 Co9Ru3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19108 Ba3V2H12(C5O14)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770876 Dy2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178042 Li2VCrP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211658 Rb3Mo4(P2O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200041 Li5MnO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173576 MgCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28137 VOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037038 Cr2AgBiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774192 Fe(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752558 Na2TiNiO4 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1252316 Mn2Sb2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221306 LiV2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218407 MnV2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228231 K2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555266 LiMnP2HO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554838 Mn3Zn2AsO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194158 V3Zn7H3SO19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18761 NiBiO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768862 Li2Ti4Co(AsO5)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757611 CoTeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227657 FeBi25O39 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190856 Na4CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226239 SmCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767699 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203751 Sr4MnRuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556759 NaV2(SO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19330 VZnBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772638 NdWNO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768548 KVH4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771270 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753873 Co2Br3(N2O)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210021 Li3Fe4P9O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766032 KV4Ag11O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111910 Li10Mn2Fe3Co3O16 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-765360 Mn2CdO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770544 Li2FeP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776565 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765600 LiV2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505040 MgCr3(SO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-684766 Li6CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19410 Er10W2O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778414 Ho2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079901 Cu3Mo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761120 Li2Mn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25457 Sr3Ti2Mn2BiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173735 K3Mo2BrO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-686936 NaV4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211950 YWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18845 Ba2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214357 LiMgAl(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215049 Li4Mn3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559155 LiMnF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23785 VBi(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685233 Sr2MnAlCu2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504196 Na2Mo(H2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561817 Mn(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10047 LiMnSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770885 K3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223817 LiFe4P7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181939 Mn6O5F7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744418 CoH16C4(NO)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752731 Tm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626701 CrH6SO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211656 Ba8(CoO3)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208998 Ca4Al6MoO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754320 MnSe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1147736 MoO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100572 NaNi2H3(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505271 Li3Mn4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218393 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554767 LiMg4V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1640786 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26401 SrNdMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772115 Rb3FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779031 Li2FeH8(SO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19484 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7386 Na5Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705390 Na2Mn(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7782 Fe4O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757107 CrCuPPb2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765466 Li4Mn3Co3(TeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-695069 KMgV5(H8O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279201 Na3V3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1184215 LiVF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760312 KVSO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744562 Li2TiCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217519 Li9Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211339 NaVCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752646 CoSiC4Cl3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760196 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036400 TaVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206041 Fe2SiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1101433 Na3VBPO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203083 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227034 Rb2LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16678 Mn6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32309 RbSbMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768497 Li2VGa3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18843 NaSc(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037549 Ba2YFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704810 Sr2TaCrO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-771318 KCo(CO)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1291802 MnHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211601 Li2MnCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19365 LaSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765139 Ni2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772266 UMnS2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774380 Sr5Ca3Fe4(CoO5)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195516 LiV5O7F Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-757488 TiVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756943 LiTiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276026 MoH8(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180336 Na3NiAsCO7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1195674 Sr3La(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223314 LiVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641070 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20073 Sr2Li2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558675 PrMgCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276717 Na9Mn15O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772117 LiVCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218260 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559188 LaMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6394 Ga2FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173476 UCd(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752540 FePtO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196122 Li2VOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279979 LiVWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18968 VPbClO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557902 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228226 Ba3Co3Te(PO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194849 Te6Mo(OF5)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177412 Li4Ti5V3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211802 Na2U(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18906 BaYbCo4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1315609 VZnP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-780180 K2RbHoV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13310 LiFeF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181150 RbCrCuF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174940 Ag2Mo(I2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705362 LiNbNiO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1176119 Mn(ReO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220568 Na5LiFe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18850 Mn3ZnO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194736 LiVCO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228534 Li4Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780314 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175046 VAg2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850401 MgMn(SiO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100934 MnZnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193065 Mg(MoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29931 Ba3TiZnWO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645159 Mo8P9H56N12ClO56 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759052 V2Bi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554101 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222520 Co3C9SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647840 LiVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201039 MnHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111053 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1239458 HgMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101547 Na2Mo(H2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769634 Si4MoH36C12(NO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752958 LiMnBO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-761172 MgNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218143 La2Mn2Se2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558917 VBi2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-640883 LaZnFeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-695976 Li2TiMn2NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754539 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19143 MnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1244718 Li2Fe2Si2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176455 Na2LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568822 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772427 Li3Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203641 VCl3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17426 CoH9(NO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192462 K3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757746 LiMnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765604 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556264 V2Zn3TePb3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198417 Ba3TiFe2O9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-560259 Y2Si3(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217795 Ba3Dy2MoO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-641191 Ba2CrMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12771 SrCa7Ti2Mn6O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25207 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26771 LiMo2AsO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10625 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753206 K4Mo5H4Se2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18307 K2Na2Mo3WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551403 Li3Cr10Fe5O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755022 RbVO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755827 KTb2Cu(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569231 Ca4TiMn3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780845 NaNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773399 Ca5V3O12F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768086 VCr(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780470 Li4Cr3Cu2Sb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282570 FeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778135 Na3Mn2BO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228779 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18880 Fe31Si5O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211273 PrMn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625714 KMnIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756420 Ba10MgMn3V8(Cl3O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698682 Li3V(H4O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760242 Li32Mn5Cr11O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221077 Cu3MoSO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181196 Sm2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207219 Bi26Mo10O69 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554152 LiFeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111550 Na3CaFe4(SiO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18908 Li4Cr3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173688 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291753 V2Pb2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227411 MoPNO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555994 RbTm(WO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-755390 Mn(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849434 MoPNCl6O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213316 KMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227921 KVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849475 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19287 LiCrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192676 Li2CrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773508 Cr(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771076 CoF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203523 CsAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546936 Na6Al4Fe(Si4O13)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559600 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603935 Fe4O5F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759621 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772337 LiCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217217 Fe3CoBi4(AsO6)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753029 K2RbLaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554913 Mn3(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-976313 CoSn2H12(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272303 MgCoBi2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1199096 MnH(CO)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221264 Li6MnV3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-6416 Li3Mn2CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221083 LiNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178284 MoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177601 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20105 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20569 VAg3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194285 CoH15Br2(N3O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20589 NaLi2V3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761629 Ba5Y8Mn4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704125 Ba2HoCoCu2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218711 NaNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194642 K3VSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211717 KMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556533 Mn2SnC10(ClO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195001 Li2VF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217119 Li2Fe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755775 MgCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759404 YV2BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-652229 Li3V4O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754491 K2VO2F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1648759 V4OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753395 CaCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1070912 Li4V3Fe3(SbO8)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761573 Li2ZnFe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18527 Li4Zr8V3(P3O16)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753252 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195428 CrCoNF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778493 K6Na2V2S7O30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1062939 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-540788 KV2PO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765009 Mg30VNiO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867537 Li9Co7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22781 MnFe5(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572287 Na2MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778675 LiCrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180484 ErAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223170 K2LiFeO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1283877 CrP2H13(NO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101189 Na2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780869 V2Zn4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771144 CoH17S2N5ClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558968 Li2Co3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753147 Sr4Re2NiO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18961 Ca2CoSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209392 FeTe3BrO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755093 Li3Ni(SbO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194448 RbCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753866 CrHg(PbO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
