mp-1199268 K5In(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217235 Mn2InC10IO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22949 CoP2H17N4O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559188 U(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540864 ErWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765219 Na5ErH6WO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198060 Ba2Li3Y3(WO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850710 Mn9(Cu3O10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277814 CoN5O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555215 Nd3Si(Mo2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1259496 Li2VO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196184 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765498 Li3FePCO7 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-745150 Ba3CaTiWO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758241 Li3Mn(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222009 Sr2HfCrO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227067 Na2Zn11(MoO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561998 Na3CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867536 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753289 Li2VSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510281 Ba4Sr(FeO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683660 CsVSO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080029 Li5Mn2CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762018 Ca5V3O12F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850412 LiVGeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778675 LiAlCoO3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-755946 VCd2PO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757783 Ba2CrMoO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-778667 LiMo2AsO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755329 TiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765292 FeO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753193 Fe6O11F Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1272911 Ti(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215049 Nd5Te7WCl3O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177100 Ti3NbV2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755562 Sr2FeSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753587 Rb2SrV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561006 Mn4Cu3BiO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176845 Co4Pb(CO)16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222585 NaFeH4SO6F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755899 CoBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540779 RbCr4BiO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541256 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1318483 Cs2SrV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209314 CaLa2MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849588 Na2CrCSO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752787 LiMnF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649195 MnSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777848 SrEuCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-546843 Li7Co(OF)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1224232 Co3Ni3(TeO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201692 BaMo3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222326 MnO Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-29855 RbVPHO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222340 MnWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226180 Na2Li5Ti3Fe(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775892 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-675580 MoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25845 UHg(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661754 ScFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753767 Mn3OF8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9049 V2Cu(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198660 Fe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213270 Sr2Pr2MnCuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076372 Li2V3SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863393 La2Mn2Se2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559525 Na3V(H14O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760243 K2Co(SeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1650315 CsEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111955 Li3FePCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221289 CaCo2(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550622 RbEr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227638 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753927 FeBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177493 Cu2W2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111105 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193122 Li2CuNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222601 ThMoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213849 Li4Cr3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208461 Li6V3Fe(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1094111 CrAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099253 Li3Fe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776978 CrH9C6(S2O)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28138 NbVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198067 NdCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683668 TaVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772550 Na2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698654 CaCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1573681 Li32Mn13Cr3O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752631 Sr2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758175 Sr9Mn5Co2O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849495 Na2ErPWO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758375 BaFe4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757842 Li2Ti2Mn3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7372 NaFeH8(NF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194022 Ba2Ti4Cr2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541190 Cs2LiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768304 Li10Fe3Co7O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176545 Ce(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203622 AlFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755627 Mn7PbO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774676 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849502 Dy2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22974 Li2VFe3O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-775128 Li4Ti3Co3(WO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772992 NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177474 NiHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218895 KRb2Mo(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554228 Fe10O9F11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1189906 V3HPb5O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182595 Rb3MnF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25288 MgCo3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227706 Mn12O7F17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1284814 Te4Mo(OF4)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173171 Li4Fe3(OF3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698406 LiVOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17426 CrH18C5(NO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764019 CaFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768565 ThTe2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2372 Cr2H2Pb4ClO10F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760813 Li4NbCr(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175567 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540914 CaNi(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757208 Li2Ni3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225984 Co3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227869 NaV(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100561 Lu2Mn3Sb3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540439 Mn2PC11SO8F9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753688 KFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223402 LiNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209334 Li5VP3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209276 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771701 CsHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763199 LaBMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867734 Ti12Mn5(PO4)18 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560496 Li12Cr3NiP4(CO7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18301 Li2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19340 K2CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228052 Li2TiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849505 La3CoW(SO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-552651 Ba2NiMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103778 LiFeOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1120751 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210963 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758543 Y10W2O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31378 Li3Mn3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849710 FeSb2C6(OF2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-634381 Li4Ti5VO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286841 La3Mo4O16F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204318 Ni(ClO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19105 K2CrSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757778 Li4FeBi(TeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756255 VZnBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694856 Li5Mn2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771904 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174685 K2Cr2AsHO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559518 Ca2Fe(PO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556997 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756967 CaV(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-652 NdWNO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735541 Ho2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1120771 Cs4FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561037 Li8V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209427 LiFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199170 NdVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753481 Mg(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218702 Na3V5H18O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755125 MnTl2H2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763317 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759350 Na2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776474 Na3Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274989 Mg14AlCoO16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-557209 NiO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753631 TlCr(SO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-5644 K3EuV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177222 Li4Ti3V3(CoO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190442 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227933 LiV(Si2O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704459 Na3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765258 V2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173616 LiNi4(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275776 Mo4P5O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223359 LiMnPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776296 UMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31729 CoO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556911 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773607 LiCrCo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-698432 Co(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756940 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775289 Mn2BiPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101533 Mn8O13F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772093 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4608 LiCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758267 Li2CrPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625714 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757297 K2RbDyV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200723 Na2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698293 Li2Co2SnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560573 Li4V3Fe3(TeO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103452 MnSe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23501 MnTeC5O6F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780508 NiPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27100 K2MoC2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209368 Li4V3Ni2Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758102 V2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1227032 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562796 NaVPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772071 LiVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104015 Tl4Mo5O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765310 U2NiAs2(HO)24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174907 ZnCr6Si2Pb10(O16F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771144 Nd4V5(Si2O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193349 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228085 LiMnPH2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100694 Fe6O11F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755381 Li2Si4NiO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5769 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219450 VZnP2PbO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760210 Na2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224007 CoBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752900 Li5TiV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100647 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764643 Li4FeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208048 Li4Mn3Fe2Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766538 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755882 Tl(MoO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850427 La3Ni4(P2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176541 Rb6U5V2O23 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-8165 KMg30CrO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744610 FeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209371 K2Be2NiH6F8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759726 Na2VO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774954 Fe7(PO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273655 Ca4Mn3CrO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761246 Ti2Cr(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557663 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1258028 Th(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-1324 Sr4Al6MoO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207730 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757397 Na2TiCr(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211145 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210573 Li3V5O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223519 K2MnV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766050 MgVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224205 MnNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557144 MgFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279252 CrReO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211658 KV(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753667 TiVO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-560734 CoHCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-865024 Li6V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756701 Ca2CrSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199843 Ni(PtO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753509 Tb2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504142 CaFeBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27913 NaFePO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1200193 VCdBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753504 CrReO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208766 Fe6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23565 Li2Ti3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19083 Li5Mn(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754904 TlCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754972 TmFe4(CuO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559081 Na14Co2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753531 Er2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194810 Li2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754393 Li32Mn11Cr5O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683600 Na2TiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24125 CsHo(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12329 Na2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1295592 Mn3Si(O2F)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18050 KTb2Cu(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200418 LiMgIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19114 Li4Mn9O18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770783 Li4Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557235 MnC4ClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753565 Ca2Ta2VO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101240 Ba2ScV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768545 CoO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760008 MoH4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1245204 Li2Ti3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756125 UV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759659 KNaV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743761 Na3CrSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194023 Ca2CoSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765643 K2Cr2NiO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1280961 CoTe2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-762412 Na2CrCuF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772431 K2Mo2H8O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505424 VCdCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26568 MnClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1312822 Cs2Te(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203413 Li2InFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204598 Rb3NiF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095454 V5Bi17Pb5O43 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760316 Li5Fe3(SbO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698305 Li4VCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758637 PrCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753538 Na3V(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-688785 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177945 UNiH14O9F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850540 ZnFe2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277038 Li6NiOF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755211 CsTaCo(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756873 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768464 Mo2AsH18C6NO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720424 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213761 Ba3Dy2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756663 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1643420 Mn12O7F17 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1192277 FeSb(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
