mp-1193901 V16O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558367 Ni(ClO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1147623 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776474 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24099 LiV4OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768374 NbTlWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1188475 Fe2(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1194642 HfCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176498 NaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26756 Li3Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21145 AlCu(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1316468 RbVH6SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504510 Li2Cr3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221106 Li3V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282740 Li2Fe5Si5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196029 Mo(NO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3227 Li5Ni5(SnO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766005 TeMo6(NO6)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560160 Be2CoH20N2(O3F4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753394 RbLa(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758431 VN(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753259 LaCo(BO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757795 Li8Fe(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780181 Fe4O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080507 Li6Fe(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12315 Nd2Te2W2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1113539 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775736 Ba2SrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111934 NaFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774515 Nb3Fe(BiO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208038 Fe(BO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752796 CaFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510725 Ba4Fe2MoWO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214516 Rb2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1299496 V2ZnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764850 Ca2CrWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19473 Li5Mn4(P2O7)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1663732 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182454 CuBi(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556459 K3Rb5(Mo3O10)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210900 MoF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-16892 Sr2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550220 Li4V5Fe3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772626 DyTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752612 Li2TiCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755094 MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209234 MgVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559503 Cs2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037926 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225856 VFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774251 V(PO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754983 Li2Ni2BiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704114 Li3Fe4(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100496 Li7Co5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754919 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581324 BaMg30NiO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079362 ErWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1647269 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211038 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175994 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560190 K5In(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766525 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772441 LiVNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758776 NaMn2Mo2H3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757465 Y2W2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1579553 Li2FeCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558066 Na6Cr2C4SO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849358 MgCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765973 Li3FeOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-551219 Li4VF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1264971 TlIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505784 Fe2C2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755965 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304368 Na4Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759041 CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222049 Li2CoSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768640 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771060 Ni(SO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19474 Na2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198591 TiFe(BiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19061 Mo4H12N2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772101 LiFeSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191386 LiMn2O2F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764274 Fe(SbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849301 Li6Co2OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19480 Te3Mo5O18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26962 Rb2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105353 MnC5(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276442 Fe3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761233 LiNi(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101589 Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1261316 Na3MoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772715 LiCo(CO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770745 AlCoNF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178001 LiVP2(HO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558700 Th2Te3MoO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19225 Li3CrPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757411 Fe4O5F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191650 Li4FeSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277814 V4Cd3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780849 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177474 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754072 Sr2CaMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1224936 Na3TbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540582 LiCoPO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16917 Ba3MnO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220956 SrCrHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20399 Ba6Fe3Si8C2(ClO10)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203622 MoPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753333 Tb2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705034 KV(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546936 Fe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760307 MgCr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555154 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770948 Cr2FeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770692 Na2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228643 LaZnFeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510568 Li3V2(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759935 Na2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202238 Ba2Mn2Se2OF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213163 Na2NiCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780312 BaMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25393 Ge3(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288126 K2Cr2AsHO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776441 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209314 LiFe2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173715 RbTm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7695 Ca3MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227483 Mg2TaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757329 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-40502 LiMnF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-605091 ZnFe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622258 UBi4WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863293 CoO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-996994 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755126 NaGa(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775997 ThTeWO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764629 Li4Ti2Ni3Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780624 Li2MnO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1176351 Na3Li3Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179552 Li2VBO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770963 NaVH2(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752925 NiH12SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199129 FeH2SO5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1227173 KFe11O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176417 Mn2SnC10(ClO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200820 Ni(IO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699932 Te2MoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560575 TiMn(PO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-757278 Nd6Mo10O39 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1196327 Fe(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754463 Li4Co2C4SO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178002 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18753 Mn3(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221879 Li3Fe4NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754248 Fe2Pb3WO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752774 BaCa(NiO2)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1568793 SmMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562985 Dy2CoPtO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175449 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20798 Li2TiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1643412 Ba2DyV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201415 BaBi12Mo4WO34 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780710 Na3Ni2P2(CO7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-557553 Li2MnAlO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760153 Na2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18767 Sr3Fe2TeO9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177292 Na3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-15999 Pr2MoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1275528 Na5Nd(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19134 LiVPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699137 ErCoH8C6(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754131 Li4Co3O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777862 BaNi2(AsO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209280 RbNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201490 TlMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176413 Li3MnAl2O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1199552 Ta9VO25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195856 Na6MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19230 Li2MnV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-650943 Li5Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208190 NaMg3Al(MoO4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104015 Ba2NbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19455 LiMnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111141 CaNi(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176952 CsRb2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752431 Li8Mn3V(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205476 NaFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21880 VO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-531566 CsNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753686 Tm2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557893 Co23O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770890 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-688785 SrFe2(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-693600 Zn3Mo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174569 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003641 CaLaMnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1157227 Fe10O9F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228249 Mn6O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201597 Ho2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762840 Rb2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10646 BaTeMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209684 AlV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6410 Ba2V2CuClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759491 Sm3VGeO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17194 K3VMo3H4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760042 MgMo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078132 CoSeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756217 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771143 Cr2Ag2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2085 LiVCO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19009 La4Mn3NiO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1573681 Cr2SiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759256 CoPH21N5O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1237135 LiEu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756015 MnSO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759703 BaMoSeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759240 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076121 La2Ni2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753093 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178270 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218824 Rb2CoPb(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761633 NiH10(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191084 Ba2Mn2As2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625407 TiTlWO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276026 Na2Ti3Mn(Si2O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776151 CrSb2H12(C2O)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558497 Li3Co2(SiO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555710 Mn12O7F17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19502 NiB4O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-675580 Li3V2P4(HO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205311 Li4Ni(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177479 YRe(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26818 Ba4Y2Cu6NiO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759281 Ca2CrSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753538 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756993 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559525 LiVSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177552 MgCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211273 LaCrSe2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218326 CaSi2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694942 VZnSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-746324 CoH4(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3042 Rb2Mo(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768418 AlV2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-867558 Li2MnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1259496 TlNiF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752510 Nd2P3H5WO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540828 LiFeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-637244 Nb3Cr(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760313 ZrCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581225 Li4Co5SbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14941 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18856 Li3VP2H2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850340 LiFe4(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1290803 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769583 Li2VOF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1196122 CaMg30FeO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554787 KVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282653 ErMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850355 LiNiBO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177109 Na2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645299 MgMnPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076600 CrAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759222 KTb2Cu(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078634 VZn2SbO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752582 Fe3Co2Cu(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763482 YVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775153 Cr(CO)6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-774626 Li2NiBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556889 VAgOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1249696 La2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776295 LiFeSi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698277 KTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23830 RbCrO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510015 Ba2NbFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216305 Y2Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541190 Sr2VMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211717 RbNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25403 Sb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220767 Li2Ti4Co(AsO5)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177735 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18807 BaLa2(CoO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225898 KVCdO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559100 ZnCoPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743587 Li4Mn3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213966 V2As3H17C4N8O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1260352 V2Bi8O17 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744996 CoH14N5O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25948 Li2CuNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622619 MgFe4CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758109 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756841 CuBi(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22417 NiSn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222066 Cd4MoW3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755037 Li3V3(CoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766688 Mg14AlFeO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765641 FeCu(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567945 VSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-545850 Li4CrNi5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705640 YFe2Bi2(SeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774821 VFeP2(O4F)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1314584 Na3MnO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1192129 Li2Si2Ni2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19446 NaSbMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755002 CrCuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208397 LaMgFeNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558221 Li3V24O58 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770969 LiFe3P3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111053 LiMnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1664022 Li2FeSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560690 Li9Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758214 Fe3P3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
