mp-562767 KVH6SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560426 MgVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-35975 Sr2MnMoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177982 Cu2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560076 NaCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19148 RbV(IO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753547 Sr3LaTi2Mn2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754054 BiMoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757051 Li3Ti3Fe(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772044 TiTlWO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772169 LiV(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863371 KFe4(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1232442 Mg(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555994 Cs3VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218763 Li2FeO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19011 LiNiRhF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224835 Mn3OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174157 Dy2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744181 KDy(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849568 LiMn28O56 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201529 Ca2MnNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764770 VIO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273655 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705676 K4MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036954 MnZnPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175397 MoPNCl6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-865132 KVH2SeO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218147 Na3TbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218837 Sr2CoSbO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756295 Ca2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755775 MgCo4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213876 Li2MnV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772649 TmWClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177405 Li2VCrP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24597 KLiEr2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213213 Sr2Ca2Fe3CoO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555287 KVCdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214095 KTbCr2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216804 VFeP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757613 CsV3(SeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752688 K2Mo2C4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752562 LiMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771345 Li2TiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3999 Li3MnF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765311 Sr4Mn3BO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1226479 MnF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210039 Li2U(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209389 Li7V(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753584 SrV2O6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1037038 RbMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556401 CaMn2(H2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557475 LiCoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201686 NaMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21145 Li2FeH4(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3306 NaVO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753791 Ba2VI5O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223484 NiRu5C17O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211070 Fe3C10SO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193853 MgCrF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105353 NdMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211677 BaFe2(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18993 Ni4(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18265 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704467 Ni2PO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-641097 TiNbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18850 Li2Fe2P2O9F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19357 LiMnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219801 TlCrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770416 Li2V2SiGeO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542789 RbCr4BiO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1314667 YWClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541993 Sr2MnTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849672 BaNb2V2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-996996 Cr2Ag2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275870 Li2Mo4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182780 CsUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19340 Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20014 Rb2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-630867 LiNi7O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761240 K2CrCuF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213310 Ba3V4PbO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205837 Mo4H12N2O15 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-767873 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-647969 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20921 Li5Mn2Cu5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780089 LiMn2(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-27912 Cu2W2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198422 Dy2Mo8O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867565 Pr5Te7WCl3O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771988 Li2Cr2H4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037628 Ca9Pr11Mn20O60 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199268 Li2Co(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555607 Li2AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558755 Cs2MnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18952 ZnCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770954 Y3HoFe4(Ge2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195067 NaCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1309882 Mg3Al12FeSi4(BO9)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763610 Sr2VMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561026 VFe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24827 CaTiCo(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773014 K2NaFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532743 Ta2VO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214122 Fe2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19408 CaCo(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755694 Mg2VSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173969 RbEr(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774332 CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209549 LiFeSO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754547 CoH18C4N7O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8014 Li3Mn2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19093 SrLiCrF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1646481 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764744 Mg6FeNiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213667 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227861 Cs3NiF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273212 Ni(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705134 LiMgIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764345 Na3CrPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31729 VH12N3O5F2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753376 VPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210796 CsTiMnOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757415 CsNbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214443 Cr2(Hg2O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18721 Al2NiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-763787 KVMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190622 Si4MoH36C12(NO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752650 Fe6Sn2(CO)23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759019 BaSr3Ca2(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10531 Li5Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100634 Li2TiCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174387 SrV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755234 Ni2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755096 Co3C10ClO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756945 KVPHO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1570791 Sc2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210277 Li3V2F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178270 Li10Cr3P6(O4F)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9159 LiMnP2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1214680 TiNi3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27027 LaZnCrSnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-566801 BaMnCO3F2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753172 ZnMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773512 Pr2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755951 Li5Fe5Si7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9040 NiHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774106 Li2VFeP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279252 LiMn2F6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104174 V2GePb5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-549767 Fe5(O4F)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1206498 UV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1281811 MnZnO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752430 K2Mo2H8O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-647 Fe4O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850210 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542658 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201086 NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558477 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192942 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616215 Sr2Li2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199278 Li5Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191043 MnCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706229 K8Li9Mn4O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211310 NiP2N2(O6F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196775 LaCrHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744644 ErAg(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272954 La3Fe5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100490 Mn2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768637 LiV3(OF2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209544 FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699555 ZnCr(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546936 Ba6Pr2Fe4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036222 DyCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754028 Li2FeCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176752 Ba2NaMn3F11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177636 V6PbO11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104440 Na2Fe2P2O8F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211857 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557546 SrCaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757124 NdV2O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275461 Li4Ti2Cr3Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694942 Sr2MnGaO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220965 Li2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705400 Cr3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757618 Li3FeOF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757121 Li2VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211916 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1234 Li2FePCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558000 RbNa2FeF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-721235 Li3Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177493 Nb2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228336 Cs5Bi(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756322 Li2FeCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771027 KNbW2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25266 Li5Fe5(CoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15109 GdTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561991 SrLi3La11(CoO8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227684 Li2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755561 Li2MnOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196001 Y2Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1069079 Nd5Te7WCl3O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753740 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772320 CrWO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770957 YV(TeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735596 Ti2CoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181372 RbV2Fe(AgO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-779164 Mg3Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18834 Li2Co(PO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-16797 K3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176171 V2Cu3Pb(ClO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558255 VAg2PO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23111 Rb2Mo3SeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556847 NiPbO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778997 LiMnBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203219 VAg3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755073 LiV4O5F7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18057 Nd2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211359 Ba2NiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850232 VAgHgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752792 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193015 CsVOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705056 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698549 MnGaH4O2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080730 BaMn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209627 Li3Fe(Si2O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17458 NaMnVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1189523 Rb2Mo2H4C4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756333 Li2Si2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770639 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213122 TaVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003322 NaLi3Ti2Fe2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780664 MnH14C3NCl3O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558484 Mg2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19065 Ba3Dy2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555898 NaVCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111049 Li2Cr(H2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176194 LiFe4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18720 RbLiMnP3HO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208827 NaLi2CrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181965 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216992 LiVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211767 CaLaMnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753086 Li10Mn3Co2Ni3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26989 ErTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558666 KV3Cd4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223021 MgMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227399 Li2VSiO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177781 Li4MnP2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756304 MgCo(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-13187 Mn2InC10BrO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105234 LiFe2P2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076758 TbCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504578 Fe5(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753381 FeCo3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179306 MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770850 CoSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176544 VOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562762 MoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-677149 TbCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227627 RbCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754880 Li2Ti2MnNiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756699 LiTiCoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774246 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756328 Li2Mn3(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195400 V2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603572 SrCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19359 TaVO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560774 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554492 TiV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274308 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14232 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774401 MnSiO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-8417 Na8Ta7VO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745150 RbNaCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780098 Na2CaFe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181006 DyTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-686936 Ba2FeGe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554807 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756420 Na3CrSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198550 La2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220014 Mo2P2PbO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557912 Sm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1573242 Na2CaV12O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20143 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204734 LiVCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31123 Pr2W2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19087 SrCrBi12(Mo2O17)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273137 V4SnO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24067 Cs2TlCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203641 Li2Fe2Si3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556209 Li2CrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849459 V3Fe2Co(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193134 Na6U2Mo4O21 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-704114 Ni(AuF4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776967 FePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765139 V3Co(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1225991 Li9Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555908 VPO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1111539 Li2MgCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777812 Li8Mn(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704189 MnNi(BiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302039 LiMn7O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275562 Li6MnFe5(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744418 CoH14SeN5O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759853 LiVF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111921 CuMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755803 Ba2YbMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19350 Na(CoO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199757 Ca3FeRhO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557310 SmMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697882 Al(CoO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561272 Na3CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752787 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
