mp-753489 Li3V2OF7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-17545 Cs4U2V2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181366 Li3Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541220 Ba2Li3La3(MoO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752747 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757930 Na4VHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558700 Ca2Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561239 MnSe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780706 Gd2NiPtO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18949 KV4O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754654 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212595 LiCaFe3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754051 Mg3Cr6(FeO6)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-561519 Ca3Mn2(GaO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1099250 Al2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302296 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557931 Li2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541775 VFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758354 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037074 AlCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759036 TlV3Cd4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181644 Li3VCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772974 BaV2(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541929 K3Mo2HCO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227671 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555154 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213151 CaNdCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757087 Li2V3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759067 CaVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504583 Li2CrF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13130 VFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212721 Li3MnP2HO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1224835 Mn3(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22822 Na2MnCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768913 LiNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218838 CsRb3(Mo3O10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22697 Ni3P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1664022 LiVSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26771 CsVSeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765596 Ni(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556535 MnHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177166 FeRhO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211738 CsK2MoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850194 BaFe2(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177534 CsThMo2ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772318 Ba3Dy2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216053 Mn6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104701 Li32Mn13Cr3O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1313379 Li9Co7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175397 Li4Mo5O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201485 LaCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997554 LiFe2F6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216303 Li4Cu3Ni3(TeO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182074 CoBi6(SO8)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1215049 Cs3Pr(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192126 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1306367 Li2V3WO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3728 LaCr4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-653 RbLiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078415 Li2Co(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224963 Li2FeAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766571 Li3V3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771035 K2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770761 Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557934 Li2Co2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556255 Li4Fe5Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208266 Cs2CrH2Cl5O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752972 Mg30CrCO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113962 Fe3(P2O7)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1037015 Li8Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764642 Li3Mn4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556265 DyCu(WO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1228000 Li2CoNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211095 Li3V4F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698316 Ba4Ta10FeO30 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647813 V(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27494 Li2FePO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752954 Li5Nb2V5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752736 Li10Co3Ni7O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217061 Li3Fe4(OF3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-40066 Ca2Mn7Si10H12O35 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766032 Li12V3CrP4(CO7)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211314 LiCo(CO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1062939 Sr4Cr3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191380 MnSnH16C6S3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758472 MnB4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568591 Ti2MnNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1095420 Li2Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-573231 MgCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227724 NiAsO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174512 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105546 Li12VNi3P4(CO7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176841 SmVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304342 Ba3CoRu2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1208766 CoO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756352 V2Sn(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209210 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774251 Li2TiV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19422 LaFe4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850538 LaCrCuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6924 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221069 Mg3Co2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765467 NaCo2H3(SO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-775326 Li2VP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16814 Ba2V2CuClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777351 MnH7C4N3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6365 Li3VO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698655 SmNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504281 KDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2157 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758851 Rb3DyV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223991 MoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752421 Sm2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190266 LiMn(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200820 Li2MnCu3O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-13310 Cs2MnH12(SO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764983 CsVOF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1180450 HoMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1250948 K3ErV2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211965 Ta2Zn2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1157256 KVH6SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758979 Li3Cr(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220829 Cu3(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760194 La11V12O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277814 MgTeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-607026 Li4V(TeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209684 YTe(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559085 BaCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554226 LiFeCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226029 FeSO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770692 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179306 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-631621 MnVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-647 Ca3ScCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850005 Be(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757968 V2Hg2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757277 RbNbWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559577 KNa7V8O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224359 La2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776388 SrCa7Mn7CrO22 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753394 Li7Fe7SiO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766101 V3O5F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1173612 BaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227954 Na3Li4Mn5O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193853 Li2UWO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777815 NaV6O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755563 Na5Ca2Fe3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23477 CoH2SeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561754 LiMn2(CO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773444 K2U(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195983 Na2VCoF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177036 BaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1280499 Na2FeCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771129 KLa(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228382 Nd2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556640 SrMo2(AsO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757019 NdMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766516 VZnBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22754 MgCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203349 NaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216992 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290303 Mn2Pt(CO)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759469 Ta2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226075 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1095170 NaCa2Mg2V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745114 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203523 Li2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193472 Cd3Co2H44Br12(N3O)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210997 Li2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219828 Li3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-630867 SrMnZn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178549 Li2VBO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1013577 ScV(SeO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768606 MnH2SO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204412 ZnGaFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779907 Li2Ni3SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104567 SrVCuHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221356 Fe2C9(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182650 Mn3Bi(CO)15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760344 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228204 VSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218564 Mn2ZnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757179 CaMg30FeO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754728 KLiLu2(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-2993 LiFe(Se2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205113 LiCo2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247654 Li3(CoO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1317688 VCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1261316 YCr4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193901 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-38131 LiMn7(O3F)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194234 Li2FeCo3O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-554705 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616444 NaFeBP2H3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546027 MnB4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177445 K3YV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504864 Na2FeHgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-641191 CaLaNbCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205336 CrAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661647 Ca10V5Fe15(BiO24)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19120 Li2TiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175354 AgMo4H22C8(NO5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099746 Li3AlNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1296214 LiV3(TeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779765 Mn12O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760393 Zr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-41732 K2Mn2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694891 Zn(NiO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19357 Li2Mn(SeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558721 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558116 TmCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214516 CrB6H32(C4O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1249045 LaCrSe2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776128 BaSr4(FeO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560175 RbLaMnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26989 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764760 LiMnCO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559510 ErVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758022 LiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760066 Li2MgCr3(SO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777110 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743873 NpNi(OF2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210666 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210103 Mg3Cr8FeO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765588 Li2VP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18988 Li6MnO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-976313 Li2Fe3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207730 Sr2CrMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26756 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003856 CaPrCr2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759197 K2Cr2AsHO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190551 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645299 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777878 KSm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18479 Sr2Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6768 CsCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078912 Li2Mn3SbO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-779348 K2Cr2Cd(H2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214675 Li2MnO2F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-743538 AlV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10628 Mn2OF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105362 Ba2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218724 LiAlCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850188 PrCoO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-699543 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651279 Mn5H8SO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204373 BaMg2V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581162 Li5Nb6NiO18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760042 La2MgMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760367 Zr2Mo(PO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775945 NiSbO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22025 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756920 Ca(MoO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754738 Mo12PH24C6N3O40 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639456 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096819 Sr3V2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210343 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1106049 Li3TiCo3O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-754904 Mn3O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770390 K4Cr(NO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559736 CaTi2MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227825 Zr11VO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766557 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178864 Li2MnSi3O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1211510 CrPdO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690568 Li3V2P5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218601 NaFeO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1196559 LiScVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559713 Mn3CuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752600 NdMoI4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639205 K2MnH4(Cl2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771881 MnNb4FeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754159 Mn2CdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-640883 Li2Cr3BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770772 Li4V3Fe2Sb3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18050 CaFe2(AsO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1071505 LiMn2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199914 Cs3V(Cl3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1304239 NiC14S2N2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1188625 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560902 K3Cr4PO16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1207739 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-637244 Mn2Bi3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7968 Ba2NiMoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768845 SrMo2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774465 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556289 VAg3HgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1188841 Mn3(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-4669 CaHo(WO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228437 Ca3CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775198 BaYMn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1303634 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201834 LiAlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758580 LiV2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754098 La2TeMo6O35 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555540 Cs2MnV2(ClO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772627 NaMo3(PO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221106 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697764 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1102997 Sr2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505784 TlIn(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756204 CrHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766005 CaMo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275591 Li2Mn4OF8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555327 Sr2AlGaW2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1097907 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540969 Sr3NiPtO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541006 MgCo2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228534 YCu3(WO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191511 LiMnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173649 VO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
