mp-1176091 Li5TiMn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756536 FeBi3(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752736 Li8Mn5Fe3(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755965 Na3VBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754230 KCrO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772178 MgCoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765483 BaV2(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221959 Tl2CoP4(HO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228930 TiNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-12194 LiTiV3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753602 ZnCo4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202232 Cs2CrF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557676 Mo6NO18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16386 Li2MnCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173939 Li2AlCoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766533 LiMn3(BO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-21798 Zn2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559589 Mn2FeP2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173616 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013911 Cs2SrV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210722 Mn12O7F17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776090 LiLa4MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754820 Li3MnV2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18809 Bi10(MoO8)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193910 Li2Ni3TeO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761250 LiMo(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757465 NaVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177768 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755129 LiMn2F9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1190858 FeTe(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760108 Ti2MnNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753386 Ca(NiO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556415 NbVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180427 KY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218283 TmSbMo2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559085 YAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291102 Li6MnV3(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-27877 Ba2AlTlNi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867602 CaMgV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558250 Ca8V7ZnBiO28 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1194912 MnV5H20NO22 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651122 Ti6Fe(BiO3)9 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-26715 CsMoPO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-704185 Pr5Te7MoCl3O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753011 Li4Mn3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21333 VCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766099 LiV3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208141 MoPbSeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759670 SrMoAsH3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780693 Cr2Ag2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555962 Li6Mn3CoO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22224 NaFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765621 Mg2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758328 Zn(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704731 Sr2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556300 Li2TiV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704534 KVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3022 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18961 CsMn2V2ClO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19213 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1305171 Ca10V3P3(O12F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755844 CoF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19308 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25970 V2ZnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863961 VH10SNO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849767 LiFePCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770940 MnC6S2NO5F6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553960 Li7Mn5O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25542 Mn3V6(FeO6)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197450 Cs4U3Mo3O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19330 Li3Fe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752774 Fe4OF7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1212381 Tl2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19409 LaV2IO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557324 Li2Mn2(SiO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-37614 Li4Fe3P4(HO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758926 Li2Fe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18703 Li3VO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25285 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3915 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226306 Li2Cr3BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19238 Mn8O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549237 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850401 LiNd2Tl(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1190820 Li3Cr(FeO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220548 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209276 Li4CoO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752907 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217810 Pr5Te7WCl3O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753522 Fe13Cu5O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26840 LiMn3H6(SeO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18817 Mn3(O2F)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771959 Li2FeNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206760 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758248 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753303 V3Cd5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111539 NaVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772665 MnO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510616 UTl2(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-531700 ZnNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204784 Mn2Zn3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1245208 Na3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626495 NaNi2H3(SeO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1295198 CaMn3O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765511 VIO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20312 Zr3CoF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209245 V6O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752739 TlVH6SO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754772 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754657 Sr2CrWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755657 KTbCr2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558895 Dy2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766948 AlV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228694 Mn2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037085 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1229147 Li4Mn3Fe(BO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771907 La2TiNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214642 Na9Sc(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764778 Mn4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223496 Li5MnO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213529 MoC4IO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19290 Er2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17950 La2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765371 LiMnF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26400 Mn3NbO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-5576 K3Co(NO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553947 Li2TiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752758 MnCd4O5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1283691 MnH2(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770781 MgFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756723 NaCo2H3(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754032 VCo(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209632 Li3MnCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-656884 Co5Te4Cl4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744674 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560015 BaCo2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754744 Li2Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625532 ErMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770941 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272911 Li4Mo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1316892 Mg30FeNiO32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753817 Li4Co3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661854 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176940 KFeCo3(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850399 Np2Cr3(NO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203448 VBiPbO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561273 Ca(FeO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224724 Na5Lu(MoO4)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-555988 Li3TiFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755680 Nd2(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744322 Na5LiMn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272524 NaV3(SO7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1291800 Cd2MoWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1307235 ErVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1002572 KNbW2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19343 Ba2Li3Y3(WO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542666 Na4Th(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1245064 YbMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757348 ThV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209133 MnPH2(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705033 Pr3W(ClO2)3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1209740 SrLaFeCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182406 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556010 Fe4Pb(CO)16 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1219781 Mg30TiVO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759305 Dy2Mo8O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764993 Li2CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23967 LiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560690 Sr4Re2NiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205381 Mn3Cr2Fe(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754592 Ba2Ce2Ti2Fe(Si4O13)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1195983 La4Co3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556993 Li9V8F48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771386 KNd(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557843 Tl2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745180 Fe2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758679 NaVCdO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744605 Mg2CrWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743986 Li2V(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18487 MnPH6NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222089 KMo2(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207892 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19373 SrLa2Mn3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776506 MoP4O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772659 CaVBiO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1293437 Li4Mn3Fe3(CoO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218175 Li3NiAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661754 Na5LiFe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554275 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211745 FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771143 Li2V(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744580 HoVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757611 Cr2H2Pb4ClO10F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096946 Mn3(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758819 Li4Cr3(FeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9178 BaLa3Mn4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780175 ZrV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19184 Li6V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227861 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762401 Rb6U2W4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758683 LiMn2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192819 KNi4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743839 Li2AlFeO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-752486 LaCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19376 RbMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756640 K2NaFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207863 Ni(XeF7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757292 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22113 Li2Fe5O5F7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1226964 CaFe2Sb2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211715 Ca3Mg2Fe(CO3)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1180982 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759974 Na4NiP2O7F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23565 KHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18732 Ca2CoTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774246 BaSr7Co4(CuO6)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562584 BaYb2CoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1308212 LiMn2(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766002 CoTeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10130 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-26127 ZnCrPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17138 SrV2(AsO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775324 K3MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215972 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758108 Na2TmMoPO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100640 NaMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560734 Li2MnSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753713 Sr4MoN4O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772597 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744755 Cs4U2V2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754122 VPPbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202200 Rb2Mo(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213685 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-479 MnFe2(PO9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210021 FeO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177769 Li12Cr3FeP4(CO7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076222 Ba2NbVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780324 LiTiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225084 Rb5Al(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636731 LiCrP4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1313955 LiTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203869 CrHg5S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759035 Ba3Dy2MoO9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1208979 V2OF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1651584 Bi2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755249 VSO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765715 AlFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-605771 CoH12SO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765055 Li2CoGeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541256 Li2VP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201418 LuGaCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756915 LiFeP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754980 CuBi(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771567 Rb2Mo3SeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3151 Mn2InC10ClO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1181479 ScMo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25233 LiFeCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555135 Li5Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19417 LiV2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1297951 KVPbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743603 LiCo3(OF3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19449 Y6WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769608 FeHO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554334 Sr2ZrMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-686949 Li4Cr3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757374 DyTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23593 MnMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20299 HoVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1570791 Li5Mn3Cu2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754758 LaCu(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1192188 FeBi25O39 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777357 LiCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19251 ZnMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765964 KVO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1204562 NaGa(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19072 CrH6CN3ClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770701 Li2CrP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758344 CaV2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078473 Li2Co3WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1653886 Na5Mn7O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-975958 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568822 VZn6P3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778793 SrMgCo(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758398 Cr2AsC10ClO10 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1285900 MgFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9284 LiCo(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559028 MgVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111934 KMgIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25247 Rb2AgMoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559188 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1311179 SrCrO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556533 Zn2TeMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780330 KCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078668 LiFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-541933 RbNaCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200365 SrLaMnO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559838 Li5Mn(Ni2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176658 FeHO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1103214 MnFe2(PO9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647840 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212793 Ca2Fe3Si3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275209 La2TiCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1185896 NaVSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181006 LiFeCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505009 V6O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540828 Ca3Fe2Br2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771308 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1185996 Co2SnC8(ClO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1193927 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218895 Li4Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560484 Ni(SbO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567270 Li2CoSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
