mp-777279 U(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178047 Cr2CuO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105952 UHg(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19247 Ba3Ho2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771843 RbVSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755965 LiTiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177019 Na2Cr(HO)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194202 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779090 Li2Ti3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18809 SrFe2Se2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14970 V2Ni(TeO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753977 Li6CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-784 La2Mo4O15 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-19521 Ca2Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752855 CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756053 Na4NiP2O7F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-652229 Mn(SbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19497 Li2Fe5F17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773482 Co2PO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212763 Li2Mo4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198777 Na2TmPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213151 K2MgZr(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195428 Li32Mn11Cr5O48 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-766030 Ca(NiO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-849457 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561571 Lu2CoTe2(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1310383 MnH12C2NCl3O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195873 Li4CoOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193420 LiVF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-10447 MgMn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775862 Li6CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226239 ZnNiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30084 Li3Cr2(CoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505166 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780700 LiFe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227662 Mn2Te3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-605437 V2CoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755694 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076176 Na5LiNi2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277045 Na2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177598 Li2CoNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705011 Fe3O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1181165 KMnF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222302 Na3VS3O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771385 NaAl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755002 Li2Mn(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754683 MoH8(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17759 Li4Si2NiO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756894 Na3CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756622 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18766 CoH7C3NO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720103 MgCu2(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100488 MnSn3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754552 Ti(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101433 Sr3NbCoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222197 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036223 Sb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510625 Li32Ti13Cr3O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226235 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228249 Li4TiCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176523 Na2TmMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1316653 V(Bi5O8)5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558376 BaLa3TiCr3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757718 ZnCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757681 Li4TiNi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14106 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211656 K2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863394 TmWBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209632 Sr2Ni(SeO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226407 CaMn(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753149 Rb2Mo(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645159 LiFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1204192 Mg(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761225 Mn2InC10ClO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780785 Cs2Mo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777374 Ta2Mo2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195168 MnH10S2(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561023 Li3VP2H2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21679 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198813 Sr3Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221575 MnCd4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19162 Li2VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766101 Mn2PClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555325 Ca(CoO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32017 Cr2H2Pb4ClO10F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752708 Li5CoOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643427 VCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176667 MoH8N2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756659 CsRb3(Mo3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29146 Sr3Nd(FeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-583853 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221213 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755886 Li8Fe7(PO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19092 SrLaMnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759682 LiSm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19313 Li5Mn3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755235 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556249 FeSb2C6(OF2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213187 Na3Ca2Fe5(SiO3)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-565447 Li2TiCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204406 U(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-696580 Ti3V2Sb(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771060 Mn(AsO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773172 Fe(BO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076062 HoTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227505 K2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780086 Mn2GeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555873 Li4Mn2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780695 AlNi2BO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752834 Ca3V2(Si2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777595 Li3MnP2(O3F2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177498 Ba3Fe2BrO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12170 CsVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18993 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759645 NiH12(ClO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775205 KNd(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228897 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1013794 Mn6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218905 ZnMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756945 Li4Y3FeO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-694856 MoH8S2(NO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849267 Li4Fe2(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768850 CoH2SeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218324 KVH4O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-603406 RbTb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037926 Li6Fe3Sb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103452 Na3Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192249 Er2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769634 Pr2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768637 KGaCoC4Cl3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099664 VBi(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1133299 Sr5V3HO13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1577282 Li3Mn(FeO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177949 Li3V(TeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766032 MnPO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756613 Fe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199810 Tl2FeH12(SO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756480 Li5Mn2Cu3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193798 Li3(FeO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1648760 Ba6Mn4Co2ClO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192562 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199808 Li2FeCO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770533 CaFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758585 EuWO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776618 Sr2ZrMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28331 LiFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208207 SrMo2Se2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-851119 V2Fe(CuO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-793791 Mn2V3Ni(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1249661 Zn2NiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774701 MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753985 Ca2Ta2CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197337 V2CdO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616232 CrSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1102713 Cs3NiF7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1198767 MnZnAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199703 Li2MnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-675023 VAg2PO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27614 Li7V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766474 VAg2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767151 Tl2MoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-765310 NiPb2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555988 FePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209247 Mn3Bi(CO)15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753075 LiVTeO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-778884 Li7FeNi3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1664125 CaPrCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26219 U2V2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542210 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743638 Rb2Ti(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1246420 MgFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769626 Rb2TlNiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19011 Li2MnSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17510 YAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867609 Sr2CrOsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211316 CsAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753713 CaVBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778404 SrLaMnSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1644001 V2Hg2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037244 PrMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195132 Mg2Ta2CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558211 VFe3Cu2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759467 RbCrH4(C2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761002 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758191 La2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765008 RbMoIO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-607026 NaLiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203641 NaZnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218406 FeSi2C4(Cl3O2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-743640 CsDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755657 Sc2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761572 MgV5H20NO22 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1306353 BaU2V2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210945 V2Cd6Se5O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771037 BaSr3Ca2(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1278696 Dy2MnCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191871 KMn(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757108 Hf(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100479 Li2CrCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753143 LiVPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752653 Fe10O11F9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770912 NiSO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-39483 Ag6Mo2ClO7F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754028 RbFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772714 TiFe(BiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209046 MgFeSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559885 Li3V2P4(HO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31691 Fe2C9O7F4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-17426 VCrO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30895 Ba3MnO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205427 Li4VFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770772 Na5NiHO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-613910 Sr2CoSe2(ClO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-758493 Li2Mn3O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-715584 Li2AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096920 KLiGd2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192277 Fe3P6WO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26559 VZnBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-545850 ZnNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849362 LiFeF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661313 VO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867106 TmCoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757741 Mn3(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761401 VO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759163 Li2CrFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780940 Li3Mn3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-549058 Li6V(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23501 CoSiH15N6(OF3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757348 Li4MnSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849241 LiFeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559481 AlCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768551 Bi2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219796 MnPH2(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760242 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770552 Li3NiAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221286 Li12Ni11O28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1565616 LiTiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769614 Li3Mn2CoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755842 Li13Mn2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753501 CoBH18N6(ClF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24476 Sr2CrReO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-14458 Ca2FeP2(H2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775273 MgV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190417 Li7Mn(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752810 BaMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549237 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761676 Li2FeCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753736 Co2H22C(N2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757593 Ba4Nb2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194448 Mn2CuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556313 Nd4FeS6O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554750 Mo2P3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562048 K2MnH4(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755485 Sr2MnTeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-540582 Li8Mn7Fe(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208057 Mn2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-686949 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559299 LiMnP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505040 V4Fe2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228618 K2RbCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863393 PrMn7O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9656 Mo3C7Br3NCl3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218072 NaY(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1111601 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744929 Co8(BiO4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769637 Sr2GaMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754416 KTb(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557821 LiFe2P2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761236 Mn2PH9(C4O3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202726 CaCrAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753262 CrSb2H12(C2O)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28775 V2Pb3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756042 Mn2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777431 Cs2KCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850194 DyFeGe2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191914 LiV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220416 PrV2IO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753135 Li2VOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10461 NdMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196616 Cs2Mo(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17729 Li2TiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111145 Fe10O11F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562568 Sr2MnGe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3192 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211145 LiSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504548 K2MoO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-699558 UH12W3C2S2(N3O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272954 Li5Mn2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14941 Mn2AsHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757322 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849394 LiMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194096 MnFe2(PO9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674986 Cs4CdNi3F12 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1253055 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768290 LaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9783 NbVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626071 VSnH9(CO)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759554 LiCoBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780325 CsVSO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1663238 K2RbSmV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557235 RbCoNiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756099 Sr2FeSnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757211 Li3MnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-531566 Li2MnV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229026 KCrH18N6(ClO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755562 LiNbCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222340 Li2Mn5(Si2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756826 CsNd(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744674 TlCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31755 NaV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775116 ZnCo(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559155 V3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
