mp-765498 Na3NiBSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19009 LiCrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219606 Li2Fe5(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12122 RbSc(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196429 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616215 Li2UWO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218284 V5H18N3O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18961 Mn(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24682 BiMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1310460 Ta2FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763256 SrCaMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180006 Li2VPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763359 ZnCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220031 CrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-774 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744328 Mo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771648 Fe(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779063 Mg30MnNbO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26368 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769615 Li2VP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757813 MgCo(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626540 Li4Co3Cu2Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757988 MgFe2P2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779083 Ho2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757540 Li3Mn(CuO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1195400 LiMnF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19031 Li6MnFe5(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753633 MgNiO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-774229 Li4Cr(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227923 BaCo2P2H2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096881 Sr2VBrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209367 K4MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761401 Li(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215003 Co2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553996 MnBi2(IO)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18809 Ba2V2BiPO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752787 Na2Sc4Zn2(MoO4)9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559606 Ho2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752640 Li4TiCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639205 CsMoP2HO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198947 Sr2YGaCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559424 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1305171 Li8Mn7Fe(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238580 ZnCr4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-706223 Li4VO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776015 TbCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767722 Li7Mn(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766099 CrNi2BO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101307 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211391 CoPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556491 Mn2Hg(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764629 LiVP2(HO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760391 Mn2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753402 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19432 NaCr2In(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758963 BaNiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773178 Ba3Nb2CoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765588 LiVFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1319088 LiFe2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200820 Li2TiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190371 Li2FeO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211661 KSc(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28890 Nb12WO33 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18765 LiV2O5F Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-776295 Li3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761233 VO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-583506 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772342 Mn2ZnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558067 Li8Mn7Fe(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616232 V2Se2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181841 MgTi4MnZnNiO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223350 Na2TbPWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228110 Mn2InC10IO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561324 La2MgMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18723 RbUCrIO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227032 Mn4TeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777469 LiMnPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758188 Co2As2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-644129 Li2V(Si2O5)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18829 Ca2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221286 Li2VOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755584 Li5Fe3(SbO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225082 RbNaCr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26317 MgCu3(MoO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076894 K5Na3Nb7WO20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173988 Li3Mn2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849998 Li2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176523 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182417 Y2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745139 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504864 Cr3Ag8(IO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19034 Bi2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238485 Sr2MgMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744690 Ba3Sm2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28331 Li2MnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5763 TiFe(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18906 CrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540895 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17544 CsNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12615 LaMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212763 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22169 MoH12Pd(NO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29146 Mo4H12N2O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-695554 K2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200745 V2GePb5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-35929 Li2MnF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558057 MoH8(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226199 TmCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193081 VF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1291753 CsCoH18N6(ClO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-6953 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212931 Ca2CoSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850399 Sr3Ca5FeCo7O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173961 NdMn5(CuO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754980 Li3Al2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757614 K3Mo2BrO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-640883 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25446 Ca5V3O12F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867772 CaVSi4(H2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558211 LiHo(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111539 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196354 Li2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176201 SrMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192289 Mn2Cr3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759053 BaZnFe6O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766935 Na4Fe2P(CO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761158 Co2SnC8(ClO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754995 MgV(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559589 LaFeTeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776296 KLiEr2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754863 Ca8Ti2Mn6O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772434 MgFeF6 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-756582 RbMg14MnO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176969 Zn3Cr2(Si2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764344 Sr2La3Fe4CuO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758901 Li3MnNi3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22113 La2GaFeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1099230 Co4Si(CO)14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760261 Cs2V5O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-16010 Ga2Mo(SeO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-867693 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-586 NdSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651122 Sr3Cr2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194388 Dy2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1094111 La2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562663 Ti2MnNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766124 Y4V6O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18992 NaMg2V3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568351 Li4Ti2Mn3(Fe2O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752872 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19178 Ca12Mn8Si7(H5O16)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755436 NaV3(SO7)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1210997 LiV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704183 Mn2In2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1648759 Li2Ti3VO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-627151 K2MgMo2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12050 Ba2Li3Ho3(WO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-14029 Li3MnV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755694 Li7Mn4CoO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757208 MnV4NiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177598 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24828 Ba6V4S11O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757366 Al(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778317 Ba2MnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556461 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760974 K4Hf3Mn(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18520 KMnF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19082 Na2MoAs2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174922 Li3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19389 LiMgCoF6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1176159 Ca2AlCrO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209248 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759160 CoTeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1286090 Li3(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1308540 Li3CrCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647385 MoP4C5S3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7245 LiNiOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174953 KMoIO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774251 Bi8(MoO7)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228108 Li2NiBiO4 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-18843 NaCo2H3(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25845 Dy2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209660 CoP2H17N4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647352 Ca10VP5(O12F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-721039 KMn(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244503 MgMn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210475 Ca2Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562584 Y(FeO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770383 Li6Mn9O20 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18436 InCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175049 CsDy(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20589 AlFe3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779475 Ba2Cr7O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505783 Na3VB6O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560076 V2CdO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17950 Nd2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11109 LiTiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18909 Li2CoSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18844 K4Mo3H4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19047 Ba2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19133 K8UCr4(NO12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175290 CsFe(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850928 RbVOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19142 K3Fe5F15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18807 MgVBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25465 Ba3CrO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556104 Li8Mn(O2F)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1178416 Li3Mn2F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653788 Na2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21138 Li2NiH8(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-997161 VAs2H4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754830 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193468 Li2Mn2P2(H4O5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212585 K3Cr(HO)6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1198550 KFe(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763519 NpCrH8C2(NO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179232 Rb4Mo5H4Se2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753481 KLiSm2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1277771 Ba3V4ZnO14 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1200365 LiFe(Si2O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757086 VPb2Se3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20046 Sr2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20921 LiCrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-639164 LiV(TeO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756480 Li5CoOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754642 CsEr(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222520 VCdCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190196 LaMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867555 Li2Ti3MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758062 Na2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776555 CuBi(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504567 FeNi2BO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-648519 CoAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216053 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766005 LiCoP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1296971 Li4Fe(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282570 Li2CrSi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192408 CrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176388 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-685232 MoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175269 Ba2Li3La3(MoO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218789 Sr2NiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744736 CoBH18N6(ClF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18975 CoH17S2N5ClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222032 Co3TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1299702 Li3CrSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176783 Li4Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761101 LiMn3Al2(HO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178129 Li12Cr3CoP4(CO7)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757948 Cs2Te(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753227 Cr3B7ClO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759542 VOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556026 Na2VOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27186 Rb2Mo(OF2)2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-558509 CrAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645942 Li3Mn2(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546798 La2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7371 Ba2Fe2Se2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213122 MnH2SeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219781 YMoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542882 LiMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174568 CoHRu(CO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757925 RbTaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768407 Li3V(TeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758354 Mn2GeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18921 Li2Mn2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198378 LiInMo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754750 FeCo3(PO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228485 K3CoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216476 CsVSO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1076459 NaFeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100912 TlV2AgO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-18853 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625731 TaMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555908 LiMn4(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1191084 Li4FeOF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213660 Li2Cr(H2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175348 Li5Mn2Fe3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227058 Th2Te3MoO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208685 CsLiMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173823 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764774 Mn12O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752510 Li2VF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997599 Sn2MoH12C4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559430 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770530 Ca3MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752747 MnO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215102 Mn2PO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-642938 NaCaZrFeSi2O8F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18786 Co2BiB(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17022 Li3Mn(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221289 Mn(SbO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504723 Ba6Na2Nb2V2O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1075962 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772403 Mn2Pb2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209389 MoPO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19000 Na2AlCoF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178092 Li3Co4O4F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683668 Mn2InC10BrO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559323 Sr4Al6CrO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1106155 V3HPb5O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19482 U2V2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553887 Zn2NiIrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-12194 K2Zn2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758106 NaMn2Mo2H3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1078906 VH10SeNO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1281428 RbNbWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554064 Nd2TeMo6H38O43 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758130 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213354 Fe3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226239 Co2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176421 LiFeF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
