mp-1203622 K2RbLaV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205113 VN3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25197 CaCeV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770969 Co3Bi(CO)9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777352 SrCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770390 Li2VF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760954 Co(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504495 Li4Ti2Fe4(CoO6)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-541493 Ca2TaCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173612 Cr2Hg2H2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778991 VZnBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191389 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625576 LiV2P3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779021 YTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213321 YbTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1565616 TiFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223548 Li3V8O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554750 VZnP2PbO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699471 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768521 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1573681 NiTeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1299874 LiMnAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765572 MnSb2F12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25889 KVSO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1296214 LaCr4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558666 Ca2FeP2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530395 FeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212243 Li3VF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758354 LiFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276093 Li13Mn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279252 Li5MnHO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228399 Na2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218100 Tl2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176325 BaFe2P2O7F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645301 MgSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099253 LiVNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541508 RbCr4BiO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208057 RbEr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776951 Li2CaV12O32 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19903 CaCrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863397 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774246 Li4Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213681 KNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201217 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176658 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1201178 MnSnO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-775006 Ga2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212083 YCrTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1102997 MnSe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192859 TlV2AgO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211137 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209837 Fe(BO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282897 K2MnH2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755861 Co(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1261307 Li5Mn8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173217 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756960 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771669 CsV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1002574 Na2FePCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-28669 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18301 V2Zn3TePb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220829 Na3PrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217597 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19117 Li2V2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176519 Rb2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212384 K4MoC4(N2O)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-7742 Ag2Mo(I2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1291753 Li5Fe3(SbO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1189247 KCo2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775211 NbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210378 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771275 U(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561754 Tb2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756340 MoH8(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770678 Li2V2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079447 CsVOF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768716 Li2Fe2Cu(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777549 LiMn4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1305082 Na3FeAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697749 HoZn(WO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176237 SrLaFeCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211810 LiMnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216790 K2MnV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761092 MoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204784 Li2TiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756572 Sr2Li2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766957 LiVCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758854 Li3MnCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765593 Li2Fe(PO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203773 Ho2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720713 FeSb(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764994 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561210 SrNdMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770903 Li2Cr3(SiO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003437 CoCu3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105877 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210475 K2Be2NiH6F8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200047 LiCoPO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1078634 Ba2CoCu2(SO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760158 KLiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755800 Na2V2ZnO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755172 LiFe2(BO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1661785 Li3Mn4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199318 V3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10462 Li3Mn4(BO3)4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1209314 Li4Cr3Cu3(WO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224219 Li3MnCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207940 Sr6Li2Cr2N8O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760341 Co6C13(SeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850200 Fe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761134 Nd2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641604 SrTlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12231 Cs2Mo7O22 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228050 Mg30CoBO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217013 Mn5Co(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754820 Li2Cr5(PO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560590 LiMnPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753014 V3(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18853 VBiPbO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27966 CsMgCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776053 Mg30CoBO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765036 LiMn2(BO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1186400 Sr4Ca4TiMn7O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281111 Li2CrP4(H2O3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26219 YCr3Se2ClO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778254 LiMn2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174486 CuMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27604 ZnCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752653 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222690 ZnCoSn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867733 BaBi12Mo5O34 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755308 Li2MnOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774850 Li2MnCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193750 CoAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101655 Na3TbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755038 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-7999 Ba5Cr5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227241 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200595 NaMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757345 Li2Ti(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-639714 RbPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104976 RbMoIO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209767 Na2Zn11(MoO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569484 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555720 Na2MnCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771144 Li2Mn3VO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556847 Mn3Zn9(PO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554807 Li2Ti3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213217 Li4Mn3Sn2Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095090 YEr3V4O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22554 Na2MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228163 Sr2NiTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16841 Rb2CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-565447 K3VCO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771143 LiMnBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227727 VZn(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559188 V5Bi17Pb5O43 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561035 MnV4O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753977 Na3MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227255 Sr2FeSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757152 Nb2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754619 TaFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704535 Mg2Ta2CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772830 Li4Cr2Ni3Te3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761105 Li2MnFe(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760178 Gd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541368 Rb2MnV2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775288 LaMn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510281 Na2MoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1272911 Ca2CrSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755888 Cs2Mo2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177154 Sr3TaCoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212988 Li2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778675 LiTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705039 Li7Fe5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554913 KFeC6(NO)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210576 LiMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540438 VH12N3O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759425 LiNbFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697458 MoH4O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218627 SrCa7Ti2Mn6O24 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760933 BaCo2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764280 TiFe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272749 BaNiO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764052 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24827 CrSbO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759726 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743645 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25424 NaMn3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209347 FeB2C6(O3F4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099664 Li3Ni5OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213944 VBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1284651 Na4V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-636746 Li3Al2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221829 Ca2VBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752960 CoSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776177 NaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766008 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561396 CaMn7O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551760 ZnCr(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176660 Fe(SeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205888 LiCoBO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753573 YFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776994 LiCo(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510607 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555885 CrC5SO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755211 TiV2CrO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203121 LiCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099912 Li5Mn2Fe3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218746 FeH36C12S6(BrO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19247 Li2(FeO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100654 Y(WO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196184 Li9Co7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209239 MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221106 Fe4OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276145 Li3Co2(CO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202658 Li5Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11208 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221941 K2SmMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111102 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18784 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1575885 NaVO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755064 BeCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1640786 Na3Mn2(GeO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540331 Li3Mn2(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076191 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756200 K2TlCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27085 K8V2(S2O9)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561998 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850936 Ti2V3Cr(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201086 Mn5Sn(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223629 Zn3Mo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200418 Rb3V(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208979 Li2V3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111560 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1208266 LiV(OF)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-757329 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766106 LiMn2F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18975 Ti2CoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204976 V4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1063607 Na3MnO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1301229 VO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755520 Sr3Fe2TeO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764888 Sr4MoN4O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215697 Ba2Li3Y3(MoO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214103 Na4MgV10(H11O13)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553877 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557217 BaVPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201096 TlVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754411 KMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18940 La2MnNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510620 Na2V3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755022 LiMnPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196969 Ni2P2(C2O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752932 YAg(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177801 SrMg30MnO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759499 Li3MnFeCo(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505009 Li2Co3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766571 Li2CrPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221471 Li4V3SiO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1312822 Ba2YNi3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756210 Li2(NiO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542658 CoH2PbN3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3872 Mn(SbO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761281 Li5Co5(CuO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5354 Co2H21I7(N2O)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558067 Na5La(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226239 Na3MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767576 Ni5SbH17C15NO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221438 Li2Mo4O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1244648 LiMn4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754758 Li2Cr2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771184 Li2Ti3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192819 Nd2TeMo6H38O43 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780196 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510022 LiVP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192126 Na3Ca18Fe(PO4)14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765415 RbPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-653 Li3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759009 KTb(MoO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-504997 NdTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645555 Li13Ni9O22 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105117 Ba2Fe2Se2OF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776473 CaCuMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773399 Li3Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100931 LiFeP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209392 MnH28C12Br2(N4O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25459 Li3Cr2(FeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176774 MnGaH4O2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197813 Na2Zr(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753758 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5907 Y2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180377 LiFeMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177757 MnSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194736 Cr2CdH14(NO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625731 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211622 NaCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1294618 Sr4(NiO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214024 Sr5La2Mn8(O3F)6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-19167 LiCoPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-863360 K3V(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705034 Li3Mn2(CO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765762 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639659 SmSbMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759276 Na5LiFe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19474 Li2TeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743872 Mn3Fe2Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173616 CaCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1012835 Na2VPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505688 Sr8Nd2Fe5(MoO6)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
