mp-18160 Li2Mn(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216518 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559503 SrLaTiFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199748 RbTm(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1208009 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21867 K2Mo2P2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18906 LiVWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214954 Na2MoAs2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774938 PrMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774251 Sr2TaMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863394 V3Zn7H3SO19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758543 VBiPbO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757465 YMoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755775 Tl2V8O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774186 AlFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272379 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195555 VOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763489 BaMo3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209544 SmTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780300 Li4Mo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197180 LiNd2Tl(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214571 Li5Mn2CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763229 Li2TiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1319595 Ag6Mo10O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776285 LiV2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19409 RbCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180698 CrH12C2(N3O2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554340 Dy2Mo3H2Se2O17 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198777 Nd2Mo6PtO38 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221264 Li8NiO5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755622 Y(NiO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174670 BaLaTiFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221663 Na4Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758306 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1320367 V3Pb5O12F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207863 Li5MnO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626088 Sr2VClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204718 K4MoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-6164 Cs4Rb2Fe2O5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-756613 Na(CoO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753336 VAg2HgO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-541910 KLiNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175196 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7998 VPO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-28465 MnPH6NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639439 Cu2WO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1638873 LiMnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704634 NiPbO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212487 Cr2CdH14(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766032 LiFeF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223694 Li2Cr3BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770765 NbTlWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756887 Fe10O9F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-634381 Na2Cr4O13 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-560699 Li2Co3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177965 Li5Ti2V3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176488 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19154 NaMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180584 MgCrO9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-19189 LiMn3(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1298313 KBaVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755709 FeSb4C6(O3F11)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776812 LiMnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198199 MnH10S2(NO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867682 Ca2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510264 Li4TiFe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181165 Na2MgFe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003856 SrMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29146 MnZn5(BO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542789 Li4MoO5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1210459 BaFe(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775320 V2Se2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752595 Li3V2(FeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572487 CeTl5Fe2(NO2)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3030 Ba3Mn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182481 NaNiBO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1210518 LiMnP2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-19369 K2Mo2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775216 Li3NiOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761251 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758146 ErCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27704 CoBi(CO)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194642 Ce(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288982 KMnF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14106 YMg14MnO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224662 K2MgMo2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764747 Mn5P3ClO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759893 TlCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653267 Na2Mo(H2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201992 Li2MnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209210 Sr2NiSe2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560449 Co3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1239492 LiV2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101573 SrLaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13588 Rb3TmV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175101 HoVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698567 Cr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774592 LiTiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759216 SrLiLa7Fe3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211333 VInO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776294 Li3Mn2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076493 Li2MnCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1572588 CsVSeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757140 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221149 TmAg(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1227657 Ba5V3HO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1259496 Li2CoGeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19083 Li2V3P9O28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177493 Er2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753264 BaNd3(CoO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222059 Na(CoO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223138 Rb3TbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559085 YMg14FeO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18952 Zn2MoSeO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626316 MnTlO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1192030 Mn(ReO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761990 LiCrPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-778667 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755359 Y2Mo(SeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557107 Li19Mn8C16(SO16)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25402 LiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756221 La7SmMn8O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225635 K2U(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100931 Cr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779070 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1248580 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18809 NaCa2V3Zn2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554803 K2RbHoV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1256989 Li5Mn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194022 Li2Ti2MnNiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755695 BaV2(NiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201529 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194804 Ca3(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684724 LiCoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176179 V2CuH3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175303 Ho6WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196196 Li2VSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207601 LiV3(OF2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179451 Rb4Th(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758355 Li2CrNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-603946 NaV(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176521 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770839 Rb5Er(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755803 KVTeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222009 Sr3Cr2Cu2S2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-16991 Mo2H26C8N2O5F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209985 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764774 Cr2HgO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772428 Na3VAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228802 K2Mn(SeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18779 Ca(MoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781081 LaSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-615444 V2Sb(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198550 VCuO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558512 Li2CoNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173880 NbTlV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759542 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204715 Li2MnO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201570 SmVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25228 Li4Mn5Sb(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272966 Li2CoP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772640 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600234 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173107 Ca(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760068 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7725 Pr2B2MoO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198721 Na3CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756421 LuMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775818 Zn4(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768107 LiCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755645 SrLa3Mn3CrO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780882 Li2Ni(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275686 CoO Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-553947 Li2Fe(Si2O5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216790 Mg3FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228358 MgCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180145 LiTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211622 SbMoOF9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213714 VP2H13CN3O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176840 NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177609 LiNbFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1308819 KDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554485 VBiPbO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24036 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776068 VAg2AsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757374 Yb2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291543 CsK2LaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776457 LiFeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777453 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15999 DyAg(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766011 Li6CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178466 CsMoAsH2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5143 Fe2O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211349 RbCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756572 UHg(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224708 Li2MnSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25247 Na2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849617 Mn6OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228183 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211754 Li2MnP2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-776431 AlVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555981 Li2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558666 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744374 Ho2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222159 Mg4FeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-675006 V(HgO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25403 Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218646 Li5Mn2Fe3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777740 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196559 Sr5Ti4FeO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764043 Na3MnBSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758816 CoBH18Br2(N3F2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-640765 Li4Mn3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22974 LaMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1573681 Mo2H12C4N2O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205471 MoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19180 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176959 MgCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193540 V2S3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778178 VPPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753390 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764814 KVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755160 Li3Cr4(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100484 LiSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217638 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227934 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754615 LiVFeP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218838 RbFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-34263 CrNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208680 Li4Cr2Fe3Sb3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752552 Li5CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13592 Sr3Fe2(ClO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288892 K3MnO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228382 CoH2SeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22224 LiMgIn(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759800 Li2Co(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762454 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1285209 V2Co2PbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178406 NiAs2S6(OF)12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209888 TbCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274989 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282494 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756775 SrLa3MnCuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559316 SmCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3872 Ni2Hg2SF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755037 Li2MnCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754743 Li2MnV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200488 LiCrSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201219 Li6CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-674490 Cs2LiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772597 La2Co2Se2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753584 Li4Ti3V3(FeO8)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-757646 LiSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-641097 Na2Mn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755564 Ti3NiBi2(PbO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1542014 Li3Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560942 Li4Fe9CoO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213081 Ni(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540969 Li2VF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174215 Li5Fe2Co3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198099 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1291802 Li4FeO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754490 Li9Co7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754970 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-778404 Mo(CO)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-690543 CsAl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-643797 YMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218391 Li2VBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771053 FeSb(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756301 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222041 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761002 FePHC4(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203520 Li4Fe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757136 LaV3O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778814 LaFeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1642125 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-689967 Li3MnOF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-764274 Sr2NbCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24620 CrCoH15N5ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302039 Na5Tb(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26525 VZnAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756840 Li2V2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174325 Y2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639312 MnC5BrO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210963 Li2Zn2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206631 Ca5MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759179 Sr2TaFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-26837 NaMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759260 LaVZnFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194435 CsUVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179005 Ti3Mn(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743861 Al4Fe2CuP4(H8O13)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175252 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754292 LiMn2O3F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555687 CrHg5S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11573 LiTiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177871 Te4Mo(OF4)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177892 Na3NiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760963 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754792 V2Pb4(Se2O7)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227825 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753736 MnH2SeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-567605 CaZrNbFeO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212602 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780202 Ba2YbMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757606 Li7Mn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210545 KNbWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22113 Li5VO3F2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198067 Co4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-585250 CaSmMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224568 BaMo2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757179 NaVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
