mp-753049 Co2(PO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210319 Rb2Mo(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211738 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744517 Li2CoBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542292 LiFePO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756121 Li3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773512 Na6Mn2C4SO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210016 NiSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16909 ZnFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556295 Li2Mn(SeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-578610 KNa2LiTi2MnFe(SiO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218789 LiVTe(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510264 ZnNiBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569717 Ba3CrO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760194 K2Rb4Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221712 ZnCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25463 Ba4LaTi4CrO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228385 CrAuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216355 MnHC3O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19343 MnSeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215102 Li4VO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755545 NbFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760128 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19365 LiMn2F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769518 NiC4S4(NO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25828 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555993 Li24Mn11CrO36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761233 LaVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754463 VOF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-22443 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754072 K2NiP4(HO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100740 Na3ErV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216423 Mn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211396 CaVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274793 NaVP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1306353 MnV4O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1205311 DyWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-34891 LiV2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562663 Ba3In2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757211 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101185 LiVNiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758092 Li8Mn3Fe5(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212602 Mg(MoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556640 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18896 Li5FeP3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777359 Tb2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12771 Li5Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224835 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22805 VH4NO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223582 Na2TbPWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754592 CsVSeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850291 Cr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3999 RbNd(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755125 Li2Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755733 La12Ga23MoO56 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-648164 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560688 Cr2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1310 TaCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18834 V9O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080223 LiMnP2(HO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1163949 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18890 ScVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9671 CrHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-30136 CoO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213009 BaV8O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174938 K4Mo2H6S2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754831 Rb2Th(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190931 Cs2KCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217399 LiNbWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561519 Bi8(MoO7)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867106 K2Cr2HgCl2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559242 Zn3Fe3(AsO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560338 LiTiV3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221959 LiMnF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-622619 Al(CoO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176981 YbTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758108 BaMnCO3F2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221127 Na3Ni2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766688 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771696 Na3NiBSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228534 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772911 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771900 SrV4(Bi3O10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222009 VOF Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770560 CoAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203083 Mg2VBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863400 NaLa(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225390 CsV(SO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209465 KNaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754376 Mo2PbSe2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17071 Ti2MnNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561063 La2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757451 Ca3Fe2Br2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-615444 Li2Mn3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272771 NaVF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176554 Mg2Fe7O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761002 LiCaCrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177181 NiGe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752776 KVPHO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104615 Li4Ti3Nb2Ni3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753872 CaMn2(H2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25386 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17982 LiVP4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754412 CrCoH15N5ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076685 Li3MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18545 RbY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224411 UTl2(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192451 NaNd(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1662148 RbV2Fe(AgO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-641191 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113962 KMgIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25845 MoAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26314 Li3Ni(SbO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772044 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221217 MoH4C(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558215 V2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774921 Ta2VO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1295198 Mn3CoSn2(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756298 Fe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037136 ScCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554152 CaLaMnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760395 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223342 V2PH10C2N2O8F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19063 SrCrHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1188841 Yb2MnCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22822 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12905 Li4V2Ni3Sb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14312 Li3Mn2(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758940 MoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1183004 Mg5V2(MoO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9012 CaBiMoO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221598 Tb3BWO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754905 Na2Mo2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753587 Sr8Mn6Cu4S4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776556 Dy2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758951 LiV5O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225529 YSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5643 Ce2MnN3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698842 PrTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199552 LiMo8(P2O11)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568372 V4SnO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744205 Li2FeCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22526 FeH2SO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755827 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223268 TlV2I3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775218 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758821 Na3VP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203089 Sr3Co2Cl2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770406 Li2NbCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19017 NaMoAsO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1279231 LiVOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175960 V2P2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559435 K2MgZr(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867660 KCo(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200253 Li2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275606 V3H8C2NO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177757 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4482 CsFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211353 LiFe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29984 BaCo2Sn4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779064 VH8C2NO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758596 DyMoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3604 Li4Cr2Si4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761179 BaFe2S2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754357 NaFe12O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-581919 VAg2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757976 BiMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198275 NaCr2FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22113 Mn3(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759934 MnH6(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18793 Ni(IO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-695805 SrV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296404 Na3MoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1216 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177674 CoH20S2N6ClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558968 Sr2V4Te2H2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100935 Ni(RhO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780692 BaMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212801 Mn7PbO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761133 Ca(NiO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542450 Li3Co4SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774317 Sr2MnReO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211734 CrF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204757 Li3Mo3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1253145 LiGa(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18492 FeC7(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174808 Ti5Mn3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754919 KMnSn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29148 BaFe2P2O7F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778991 Li3FeOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9159 RbVO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-763317 Ca(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30240 LaMnO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-7792 Na2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770638 NaV3P2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760356 LiVP2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214693 LaAg(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556764 Rb3V(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765496 Li2MnGeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1264233 CaMnZnAs2H3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1567945 CuBi(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201772 Cs2Co(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744527 CoS3N3O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037038 Tl2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759654 VPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755722 Li3Co3SbO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776117 LiVFe(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850427 KLiTb2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1244536 Li3Fe2(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743771 K8Hf(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209389 Mn3ZnO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554649 VAgSeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26007 LiMn2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-972384 MnZn4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209392 CaMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754248 YbMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19011 Li4AlCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757813 Co3Ge(CO)10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174173 RbDy(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19052 Li2VCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760320 Mo(HO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755048 MnO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774375 Li4Nb3Cr2Fe3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756530 TiCr2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753902 LiMnPH2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757693 Li3CrSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759348 VFeP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555179 V2Pb4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213137 Mn(IO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772640 Mo2P3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10460 MnZn3F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647352 Li4V3Cr2Co(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199770 CsSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1248625 LiCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18852 MgZr3Tl10(MoO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557442 Mn2Cd3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754901 Li5Mn(SiO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-779447 Zn2NiP2(H2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757897 Cs2Mo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213790 ThTeWO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867698 LiV3Zn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653887 Li2Fe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756411 SrMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775155 Ni2P2(C2O3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-27818 V2Bi24O41 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-21331 Li6Fe(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661120 Li3VP2HO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-715558 KMgIn(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699647 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556847 LiV4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776152 Mn6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774777 Ta2CrNO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20105 Li3MnV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176884 Cr2H2Pb4ClO10F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306804 Rb3HoV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704944 Na3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218467 V2S3(NO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202862 Fe(SbO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758226 Rb2BiMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191386 K2CoF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760313 Li5V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781957 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220201 Sr3MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209315 K2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757465 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757355 GaCoPH18C9NCl2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20564 Co3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561048 NdV2IO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26703 RbNa3Mo2H18O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752578 Li9Mn10O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5626 Fe2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29112 LiMg4Al(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20798 LiMn5O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744025 Mn6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753189 Fe6Sn2(CO)23 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1322154 Mg2Mn3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-26563 Sr2VMoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-557549 Bi10(MoO8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-578605 AlCu3(WO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-561342 Li5Ni2O2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561940 Co2H21I7(N2O)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194912 KFeP4(HO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644003 Li3VAs2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542210 Li3V3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850215 K2Cr2AsHO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218840 CrPO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752825 Li3MnOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752769 LiFeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554621 YNi(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557310 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504196 KGaCoC4Cl3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759979 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771298 Bi26Mo10O69 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757314 HoMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1237325 Tl2Mo7O22 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18833 TiZnNiP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211736 NbTlWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758039 Mn2Cu5P4(HO9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645299 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760911 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753672 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559172 Na4Li(NiO2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771137 CaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752810 LiNiP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-16991 LiCo2P4H3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25233 LiMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210161 Rb2UCr(IO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17541 Ti3P6WO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-15361 Rb3FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558638 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200464 LiFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557259 KFeH5(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19049 BaLa3TiCr3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
