mp-753521 BaVSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282537 MnSn3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759770 Rb5Er(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752788 Sr4Re2NiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7986 Li2CrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205946 VPH5O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1647468 Sr5Ni2BiO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1191389 K5Na3Nb6(WO12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760328 Li4V2Si(PO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735504 LiVCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771144 Cr2AsC10ClO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203476 LiFeSO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779764 NaV2Bi3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197982 RbDy(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-641065 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-535 LiTiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683652 MnCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556308 ErMn4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19227 Ba5V3ClO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26025 Li2U5MoO19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216762 YAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25812 LiSb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25459 TiMn3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18041 CaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113894 K2Na4Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213168 Ba4YCu(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19117 MoH12C4S2(BrO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196773 Tb2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755372 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003313 Na11Mn13O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562216 Fe(PO3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174480 LiCoSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25246 Na9Fe(MoO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-774897 Li3MnFe2(BO3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774904 Li2VFeP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214599 Mn(SbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777469 Li6MnNiP2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210175 CaV4(CuO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195554 Y2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177747 La4ZnCu2MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227255 LiMn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18938 K2LiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763655 MgMoH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753761 Li4Mn3V2Cr3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-706588 SrMnZn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11646 K2Sc2Mo(PO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194849 Cr2C13SN3(O2F)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193927 LiCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867555 Pr3W(ClO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203751 MgMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217159 Mg3NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756162 Ca2FeSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755234 Li5MnCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219796 BaLa2TiCr2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1220540 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175056 LaCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556497 KVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-38683 LaCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763209 Rb2Mo3SeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758667 ErBiW2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761281 Li2Ni(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204545 Na3Co2SbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753203 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557549 V2Pb3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209314 Ba3MnV4O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20921 Sr3FeMoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18983 Na4V3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036381 ZnNi2P2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1666748 Li3FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774598 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755415 NaLiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761233 Fe3(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176244 Ti3MnCr2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779625 Li5FeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770839 CoO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651279 Mn3(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761495 MnAl2P2(HO)18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504579 CoF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757107 Ba7Nb4MoO20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207646 Y3VH3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1644732 Na3MnBAsO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1639439 Li2Cr5(Si2O5)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18844 Bi2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780532 Li2U4W4O25 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202233 KMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19202 Mo9O26 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557228 LiNbWO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-34139 Li3Cr(NiO2)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1225011 FeC3SeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223708 NdTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176972 CsMoN3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17159 Mn2NbFe3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759163 TaFe(PbO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768351 KCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216392 LiMnBO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753451 LiMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753424 Ni(PO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221887 Li2MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754072 KLiTb2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197894 Li7Mn(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178416 Ca5MnO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1301965 Mg2CoIrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758422 Ca2YNiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196029 Fe2H3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776537 Li2FePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867519 Co2H21I7(N2O)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767722 MoH9S2(ClO)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755055 La2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9973 La2Mn2Se2O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19038 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211334 CoBC8(OF2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1248625 V3Sb(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772970 LiCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1573242 CaMn(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698712 LiV(Si2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772265 BaVPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176538 Li2CoSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755176 CuMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-603241 YbMoClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210577 V(BrO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756993 Li2CoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-585392 Ca3Co2(RhO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760066 CoSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773188 K2U(MoO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752430 Ca4Mn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12278 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555102 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210021 Ba2YTlNi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203473 GaCoPH18C9NCl2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26614 Li4Y3FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773145 Na2TbPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213170 CsV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8107 Mo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27323 KRb2Mo(OF)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-762018 Li5V3CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-14118 Li3MnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9122 ZnNiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764465 CsCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099591 YMnO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-586 Li2TiMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559100 Cd(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224026 Nb12WO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196754 NaNd(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753235 Li3(CoO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557229 Na3SmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849588 Fe2OF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759951 Al2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215351 Cs2Mo(SO)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759453 Ba2Ca2Tl2Fe3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247612 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752612 CsMoPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743571 Mn3H2Se3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776474 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758095 NaLi2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755307 CoHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863397 LiCr(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211601 Li4MnCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17502 V4P7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505392 MnZn2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558021 LiFe3SiPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19009 PrZnCr2O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754949 KMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644594 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228930 Li2InFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560690 Sr2Fe3Sb(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214884 VZn2IO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763610 Na2Mn2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772210 Ca2Mn3Si3H3O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760042 K2FeH2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559500 Ti(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238416 Li2CoNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11995 LaFeSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103970 V(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780657 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1017466 Li7V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1173969 ZnCrPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761029 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775205 LiVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5828 Na2TmPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177130 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175827 MoH12C2(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551403 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227721 Na2YPWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752823 BaMgFeF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1114148 Sr3LaTa2(CoO6)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1079680 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562762 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-530945 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196870 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757680 Li2Si2NiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-8484 V2Sn4H24C8O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200032 Li2Mn2P2(H4O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867597 Ho2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510558 RbTm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207052 Co2BP3(H3O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764163 ZnFe(SO8)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19370 LiCrP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-704545 Li3NbV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12565 CoSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753754 Zn(MoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705872 Cr(ClO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003856 BaNiF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755800 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31691 Ba3TiZnWO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755701 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755017 Bi26Mo10O69 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080243 CaNiAsHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772830 Li3Mn4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208266 CoBi6(SO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26449 VP2H4NO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756239 V2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768594 LiMn3P3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504603 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25288 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195400 Sr2TaCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213790 V3O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19082 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1261307 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768718 VPNO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1239365 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761730 LiVCrP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755842 Li3FeF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192451 Sr2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177334 Na3V2P2O10F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182001 RbSc(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756147 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763215 K2Fe3P4(HO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003311 VH10SNO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209913 CrF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761122 Li4Co3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752984 NaFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625700 K3Sc(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209157 K2SrVB5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759144 V3Sb(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559606 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1662144 NaFePH2(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699647 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744567 K4BaV6O18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765293 V2P2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744610 Ni4P7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177968 CaLaMnCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768637 K4MoC4(N2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774662 LiFe2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180153 Na6U(Mo2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194048 Ho2CoPtO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1318386 Ca5Cr3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1261316 BaMg(MoO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754888 Co3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176231 LiV6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195001 V3CoSn2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753767 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111539 Na3Ni2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176736 BaTeMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196520 Co(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756256 Nd3W(ClO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079620 KVH4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759934 LiAlNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219606 Na2CoSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735567 Nd2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759335 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175415 K4Cr(NO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756258 SrCrHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774092 NiGe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758266 Ni2As2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759854 Na6U2Mo4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27701 Cs2TiV3(PO6)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-643670 Na2Mg3(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18740 Na6Mn2As(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557413 Li2Cr3BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779485 Na3PrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-650858 ZnFe4CuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1664019 LiFe2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111601 SrLaFeSnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19752 LiFeF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759808 CoTe6O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206631 CsFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556461 V2CdO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1571033 LiMnPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-705371 CoH19S3N5O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226154 Cd4MoW3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095454 CsMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770752 CsMnH4(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752510 LiMn2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510638 Na5Mn2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19120 Na2HoPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554901 MgCo4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5791 ErSbMo2O9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1192170 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556535 VZnAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559672 V2S2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18827 HoMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781670 Li2FeO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756192 Li3Cr(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553910 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176283 MnZn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22417 BaMoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221666 Li3Cr3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079450 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173822 Mn3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036100 LiTi3V(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777110 Mn3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12329 Li2VPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211093 Rb2MoS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765988 Co2HgO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177405 BaLi2NiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19417 Li3Mn5Cr3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176804 RbV3Cd4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753135 Li2VBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174375 CoB4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19155 Li(CoO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182787 MgV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757277 Li3V7O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100615 MnHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
