mp-653922 CrNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18914 Hg2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759125 Li8Fe(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078969 NaFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772297 Mn8O13F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-15548 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753464 K5Sm(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198581 VAgTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603572 Sr3LaTa2(CoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192566 CsSm(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-7082 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1106068 Co2Ni3Sb(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1192249 Li3Mn2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276679 LiMn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690844 FeSb3Pb4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758601 MgCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780086 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753343 Li2U(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208009 MnF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753909 LiMnP2HO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-531901 V5H18N3O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205476 CrPC5Cl3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220251 LiV2F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279869 Rb6U2W4O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199170 Li2VOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1301229 LiVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18852 Li4Co5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197187 LaSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558700 KY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559100 V2Se2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560652 Mn2InSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221075 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761322 Sr3TaCoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756572 LiMo2AsO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-573229 CrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755017 Co(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774402 CrReO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1579309 BaNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780658 K2Mo2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-999539 KNbWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867987 LiMnP2(HO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754959 Li2VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-693600 RbMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690004 Mg14MnSiO16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759615 RbFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744576 LiNiBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626794 FePtO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1569040 BaCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505271 V2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226695 Mg30FeBiO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561324 KMnH5(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191127 GaCoPH18C9NCl2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212201 Ba2TbV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17982 Li4Mn3V2Co3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19364 Co2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217119 CaCr(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643427 Li2SiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775264 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-605437 Cs4V2S4O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207219 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771701 Nd2Zr3(MoO4)9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752746 PrVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568591 Li4TiMn8O18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754411 CoSb(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761234 CsTb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779092 Rb4Mo5H4Se2O23 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-752482 DyMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1295198 Fe2P2NO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568164 SrMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209660 Ba2YbMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1570351 Li2FePO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770598 KTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175850 Li4V3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754594 MgCoH16(ClO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626827 CoHRu(CO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203873 VOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208685 CsCrNiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769449 Li2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211532 LaV3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228512 Li5Mn2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761233 CsSc(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758518 Li3FeF6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-608594 Ba2V2CuClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762643 Co2BP3(H3O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209392 MnOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759890 Ca2VWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-618807 Sr2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18869 LiTiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238483 Li2MnPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210796 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768905 KEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1291753 Li3Fe2F9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10905 Tl3Cr4AgO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227706 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174346 Na4UCr3O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1311636 Sr2Ca6Mn7FeO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556764 Li2MnCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211915 MnZnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639333 Li2VF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744527 Li4Mn2Cr3Co3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19196 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19378 Ba2CoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759460 CrCuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642938 Fe(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1306750 LiTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076179 Ba2TaFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101665 Y2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752925 LiMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190622 CaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758354 ErMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221286 Sr5Cr3ClO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199088 Sr2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209266 VAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770692 CrF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176576 NbTlV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-583853 Sr3V2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532094 V3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272379 Li3V2(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25388 Na8Fe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762840 K2BaCo(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216303 La6Sm2Co7AgO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770521 UV2PbO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542434 Li2VF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18863 LiFe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175102 BaMn3(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753602 CrBiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616444 FeBi25O39 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24125 LaMgTaFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760178 MgCrH22O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31603 LiCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779764 Mo6H24C8N2O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760140 Mg(MoO2)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-560259 Li3Fe2(BO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18944 Ba6Nd3TiCu6(MoO12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553947 MnP4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776294 LiV2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759009 Cs2NaVO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1210165 K2MgCr2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180216 RbMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770715 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25811 K2FeF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177029 Li5Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203604 Tl2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773602 Lu2(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1227825 Dy2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192562 CsMoF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227842 CrH6SO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202592 Y2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203774 CoF2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-22034 CoSe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754654 Hg2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559825 SrLa2Mn3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561778 Ba6V4S11O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203622 Mn2ZnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505392 Zn(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504566 Cs6Si2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770745 Li2CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775631 Li2MnOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641824 LiSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18906 KFe11O17 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759637 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178549 Ba3Dy2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209350 KHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096875 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759879 SrCo(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768351 Ba2CdMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562663 NaVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753149 Mo3NO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849771 MgFeSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228050 Li2MnH8(SO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1295695 Li9Mn7O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-779362 LiVO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1267150 Li2MnOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037086 Li3V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228643 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778404 Tm2Mo4O15 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1201553 FeClO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197647 Mn(RhO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175246 Mo(HO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20223 V2ZnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175547 LiFe4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201529 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195240 HfCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12329 Na2Li8U11(WO22)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761831 Mn2BiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769928 LiY(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-781954 NaCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193020 BaMg30FeO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1013922 Sr3La9Mn11NiO36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756582 Li2MnOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101561 Na2Mo(H2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22443 Yb2Be2Si2NiO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213213 Mg30VFeO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780784 Sr2FeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558827 NaCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704604 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173529 Ca2V2PbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744322 VHgO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772426 Sr3Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773513 ZnCr(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18835 Li7Mn3Fe(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568137 Co4Sn(CO)16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778268 Na2CrNiF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19215 Li4Mn2Fe3Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176486 Mo2H2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221077 Na2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176417 V2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758873 Na2TbPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247735 CaFe4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768856 Sr3MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211753 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215003 TiMnZn(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18940 Mn9FeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19087 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754130 LiNi(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080749 LiCr2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626701 MnH12N2(Cl2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211523 Li6Co(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756154 Mg14AlCoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223582 RbDy(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778762 VN3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24992 K6Na2Pt(WO6)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773607 CoH2SeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175378 K8Hf(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1132757 CoSeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1306670 Fe3BO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3768 Pr2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756665 Sr2MnTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772649 NaMg4V3O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753451 Li2CoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103452 RbCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505166 MoH4C(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210136 Ca4Mn5Al(Si3O14)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18772 MnH2SO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-714931 Nd4(WO5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19333 Na5ErH6WO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227657 FeP2H6NO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216808 Ba2FeCoClF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282570 Li2MnV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194343 Na2FeSO4F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-630641 Rb3YbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867567 Li4V2Cr3Ni3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772029 La2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554649 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554402 CrSb3Pb4O13 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753286 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760161 LaCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771340 NaFeH4SO6F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753573 Li3VCr4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752558 VCr3(PO4)6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-752551 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-34263 KNa2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757314 LiTiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752598 KVH2SeO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218813 LiMg4Al(MoO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770912 Cr(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181783 Al5(NiO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218100 Ti2MnFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218148 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204966 NaVSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19894 V2MoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-694884 LiMnAlO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218561 Ba(Mo3O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849447 Rb2Th(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779355 LiMn4O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559240 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19449 MoW11O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17591 NaV3(PbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753264 Cr2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214705 Li4Fe3TeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684724 Fe2H2Se3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192188 K2Mn2Zn4Si4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079901 LiCo5O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561028 VO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761669 KFe(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757570 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554334 TaZn2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283030 ErCrHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176521 RbAlV(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744639 Li2VCrP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755851 Zr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555720 Ba3Fe2Cl2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772403 Y3Ga(FeO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209247 Li8Fe3Ni7O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213319 SrMgMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208466 BaMg2V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17335 Fe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3029 Li5Mn(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777778 Li4V3Fe3(WO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8342 Al2CoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222041 LiVFeP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211754 CrWO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760063 UHg(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757614 CoS2(NO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17822 Sr2La2MgMnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18968 Mn3(OF3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753547 Fe5O3F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754357 V2Ni(TeO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694966 CrOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769545 Li2VGeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19480 Mn2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180305 BaVOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19300 ErCoH8C6(N3O2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210277 Li2NiBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696483 Ba2Nd2Co4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553969 LiCoCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205312 Rb2CoH12(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1641070 MoH4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771308 V4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22373 LiMn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720258 Na3Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19031 Co2H31S2N9O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763489 LiFeOF Prediction: 2 Actual: tensor([1], device='cuda:0') 
