mp-745180 CoH18Br2N6ClO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213101 LaMnFe3(BiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215743 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10462 KCoPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209239 Eu2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19017 Li2Co4O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204985 CaCrH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753696 Mg2Ta2NiO8 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-19474 VPbClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555784 CsVOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698305 MnP2H2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759961 RbDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17170 Ti2MnZnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1307330 Li6CoOF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772178 Mn(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26089 MgCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221456 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997163 KMn(PO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-11009 Cr2H28C10N6O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764774 LiVGeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756232 Co3OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19278 CoBrO Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-643427 NaNp3FeF15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180080 CrHg5S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20313 Yb6MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699041 ZnCoTe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216343 Li2VOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775753 Li2NiBiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662022 Li2MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753817 LiCoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18527 CoH15N6(ClO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557209 Li2Cr3(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205312 MoP4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272257 RbCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192676 Rb2Mo4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757910 Li3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849381 Tm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227834 MoF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-32311 Ba5V3HO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1287553 MgMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556535 Li9Al(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1038638 Zn2CuWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209431 Li4V3Cu(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779444 KMnIO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1275528 K3ErV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218332 CrHg3O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766095 Li2VGa3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674490 LiY(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-29146 Na2Te4MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18473 ZrCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761173 Ta2Zn2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555325 Li3VO3F2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-684872 Li2CoSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758805 Li3Mn2P4HO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177968 Ca2MnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26771 Co2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228244 Li4Ti3Fe3(SbO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210304 Rb2MoP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760177 V2NO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1094123 K2FeP2H3(O4F)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1193798 Ba2Ti4Cr2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780532 Na3VSO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100541 Ca2Ta2FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760399 Li7Mn4(P2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755434 V2Cd2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555335 Li2MnV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554340 HoMnO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1217800 V2SiPb5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752430 Li4Cr3Fe2Sb3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757681 V2SnO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202328 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752518 Cs2Cd2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174548 CsEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-687090 MgVBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222531 Co6OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-721610 Zn2MoSeO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772666 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26715 V2Pb2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761026 Li5MnO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555321 LiVCr(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217217 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176388 LuNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190909 LaSbMo2O9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1216516 KIn(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770883 MnCd4O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-745118 NbFe7(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763022 BaCuWO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212131 La2TiNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287619 Mn(ReO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555417 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754932 Ca3ScCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752810 VN3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096946 Ba2YbMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720941 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760140 V2Pb2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1205113 Fe2HgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223759 Li2V2P2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13315 Ca2FeWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772315 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770570 Dy2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752478 Rb2Fe2O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-29188 Ca2CoSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173947 Fe2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697820 Ca2Ta2MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697458 Li2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556533 Li2MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1311133 KV(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554807 Li2CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622278 BaCo2P2H2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661313 Mg3V2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753221 Zn3Co2(GeO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754248 KCr(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755984 Na6MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228118 Rb5FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557413 Yb3CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758191 LiVBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767447 Li2TiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558859 Rb2MoSeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22949 Ca4Mn2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758092 KRb2Mo(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-605091 LiCo(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757268 ZnCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1318887 Mg6MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754591 Ta2VZn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752702 LiNbNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1277255 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213667 V2Bi8O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178576 MnPO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-5644 Cs2MnH12(SeO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561754 Ca2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197854 KFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7891 CsHo(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559672 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174846 LaFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-11995 FeBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758099 Li2Fe(Si2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753011 Na5LiMn2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756857 Zn2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705884 LiNiAsO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174841 MnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199808 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27601 CoO Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1221953 Cr3(FeO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218575 CsHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694547 VHgO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177768 Li3CoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177757 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196047 ZnFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211038 LiFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753450 Li3NiPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776296 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176435 Zn(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774871 VP3(Pb3O8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1646 Yb2WN2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211510 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850217 Li2FeAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203089 La3SmCr2(FeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216344 MnFe4(BiO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197988 Li5Mn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1306804 Hg2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194285 Rb2Mo(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754547 Y2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771819 Na5Mn3S4(O4F)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213935 Li2CrCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215636 Na2Mn(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779787 CsMoF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761341 Zn(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227143 LaMgTiFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1216330 SrPrFeRuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767297 UBi4WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1106055 CaLaNbCoO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-25203 MgFe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175352 Cs2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214307 Mg3AlFe(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556847 MgMn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560406 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274264 CoTeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-997553 Na2TbPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561478 K2RbCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771041 K2Cr2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754916 Fe4O3F5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1226936 Yb2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768598 Li2Co2Si2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542535 Li2V(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625258 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286090 Sm3W(ClO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555560 SrV6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23973 LiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758123 Li3NbV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217521 SmVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218963 Ba6Fe3Si8C2(ClO10)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763790 CoH2SeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19082 K2LiMnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778315 ErCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210425 Fe3(OF4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176210 MgFe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753866 CoPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560338 ThV2PbO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757211 K3VO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626555 Ta2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510562 Na5Ca2Fe3(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-11094 KEr(MoO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1285671 Na2Co(SO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756126 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541520 Fe2SiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754255 CaTiMn(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191729 MoSO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776036 Li3VF8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863398 NdMoO4F Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-756411 Li4CoO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18751 Na2Th(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761401 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199810 FeH10S2(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777877 GaCu(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213230 Rb2Mo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636519 MoPb3Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755166 MgTi4MnZnNiO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225864 VAgOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-4669 Li2VFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24068 TiMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781605 Mg30NbVO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755147 Li2Ti2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754670 Y2W2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221180 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572621 Na2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757593 CeV2IO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641016 CsV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753501 Sr2LiZrCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650858 CrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-36884 Ba2ErMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-693600 Ba6La2Fe4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759304 Rb6U5V2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555993 KVOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227876 Li2TiFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1076438 NaIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559424 V2CuP2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694916 ZnMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227000 CaMn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228399 Bi26Mo10O69 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-677260 Li2NbCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214566 Li2MnSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19188 BaPrFeCuO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179354 RbFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-714931 MnOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202591 SrV5NiO11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228550 Mn2SnC10(ClO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196505 Li2CoSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765310 HoWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228167 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19238 LuVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219590 Cr2AsC10ClO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850210 Eu8Mn3Nb5O28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26519 K2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756248 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1318786 Li4AlCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208979 Sr2YAlCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776547 Na5Tb(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25288 KMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209985 Li5Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690511 K2Na6V5(MoO8)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759795 Ca(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19127 TiNbFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754292 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755709 V2Bi4O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18763 ThV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561571 Fe3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616232 TbMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770358 Cs8Zr(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104220 VPbO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757804 Cd(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761000 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770390 TaFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557107 Mn3TeP2Pb3O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772586 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204397 K2TlCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542666 Mn5SnO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558010 Tb2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568372 Rb2CoAgF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219450 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21867 Li2MnFe(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213335 SrFe2Se2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1075997 Cu2W2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199240 V2Pb4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622901 Co3(AsO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767576 Li3CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705676 Li2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569231 La2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104265 VAg3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238929 TiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759592 TmCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21145 RbFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1306526 Li3V(TeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775008 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228250 MnH20C2S2(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744674 TbTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755396 CrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195643 Li2Fe3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560628 YVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22526 La3Co2CuO9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1218813 LiCoPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19369 Rb4Mo5(PO11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561998 TaCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220913 Li4CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226197 VH12C6NO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771769 Tb2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694891 Ca2CrWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19321 ZnCu3(NiO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20073 HfCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-999539 Zr4MnO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217119 CaLa2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1317143 BaNa5LiCo5F18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761573 Li3(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19302 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
