mp-754904 NdMnPO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559242 MoH12Pd(NO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757842 Ga2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755905 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18732 Fe2C9(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761401 Na3PrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776968 Li5FeOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1294618 MgCoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778303 LiMn(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100731 LiFe(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1292614 LiCr(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567940 Cr3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22608 LiV2CrO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1287556 BaMn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867734 MnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549767 CrO3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-754932 MgMn(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7384 V4CoH12C2(N3O10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759245 BaCo2Sn4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-16572 CrHg5O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199663 BaFeP3H2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752803 Ca3V2(Si2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195516 Li4Cr2Ni3Sb3O16 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-761016 V3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760356 BaCoBP2HO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759404 Rb8Hf(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754649 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757112 V2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227874 BaNdMnCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216392 Ba4Cu3MoO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-585189 MnZn2IrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215728 TlV2SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182700 CsSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557365 ZrMoWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776755 Li4Fe3SbO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754281 FeH2SO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176417 Cs4FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194343 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776751 CsVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753424 VSO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757931 Li4Ti4VCr4O18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210378 CuBi(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101208 Co(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766919 Rb4V2S4O19 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558917 NaV5MoO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176928 Li4Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28338 KNa2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699558 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193468 KV2PO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12122 Mn2InC10ClO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20168 LaSbMo2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211094 Li5Ni6(P2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554090 VO2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773008 BaMo2(PO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753613 Li5V2Ni3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778931 CsUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211622 NaVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210978 Li6VCoP2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569717 KMnF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755246 KNbWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753248 CsEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555335 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560015 Sm3W(ClO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768180 K2Th(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-600200 Na3(CoO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-622619 CrH10S2(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756900 TiFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18937 Li7NiOF7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177292 SrV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1315807 LiFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177796 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-687204 Li2Cr3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867758 Li2V(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761199 Cd(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755679 Li2CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-531591 Mg2Fe5(SiO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769627 Li2VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770533 Ta12MoO33 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222435 Na3Co2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273630 Mo(HO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-849245 Eu2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780315 LiMnP2(HO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217035 BaMo2P3O14 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-625258 KEr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559185 NaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752544 Na3Ni2SbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758398 FeB2C6(O3F4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-753485 FeSnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12162 CaNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205837 Li5V3P8O29 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1103766 V2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19189 KLiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192384 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1258028 BaSrCoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216790 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1566038 Li4MnCo3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-540969 Mo(CO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1319088 LaCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223548 Rb3YV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562762 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770423 CoTeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095454 ZnFe2H28(S2O15)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196343 La2MgMnO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753421 Li4V3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1171226 Li2VCr2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1320401 LiVPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753672 LiCr(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223314 Fe3B7IO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101214 Co(PO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1239473 Li4Ti2Nb3Fe3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8026 TbTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779368 CsLu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214521 ThTe2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772640 MnH4(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099799 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753638 Li8VNi3(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-636519 BaHoFe4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101696 NaMn2Mo2H3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195528 Mg(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180952 KFe3H6(SO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541138 Li2MnV(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1238260 K2Mo4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17138 DyTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557413 Li2Ni(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753530 SrLaFeSnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756210 NiH2SeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1570791 Zn3Cr3(AsO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190466 Na3Mn2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204461 SrCaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773801 KNaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175395 Li3Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180216 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756582 Na2U2CoH8(C3O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849574 Li4Fe3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770912 FeSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-33857 RbMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31729 Li3MnCoO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-775753 K2MnV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560912 UVAgO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504262 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036087 ThV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19305 Ca2VMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226244 LiNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559938 TaVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176422 LiNbTe2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867665 CaU(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780710 Er4Mo4O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-763317 Sr5Ca3Mn6(FeO12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099687 Na3SmV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753103 Li2MnGeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765375 KCo(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753281 Co4Pb(CO)16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223138 LiNbWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078969 LiCo2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661337 Sr2VBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1294540 SrSm3Mn4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201992 Tl4Mo5O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557323 K2MgCr2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-643086 FeF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755566 Zn2CrFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26576 FeSb2C6(OF2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1280525 Rb2U2WO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193901 K4MoWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9175 Na2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202328 UV2PbO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759517 DyTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759794 Nd2Te4MoO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217056 ErMn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558835 ZnNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24174 Ca2YAs(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765634 K2U(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181308 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560118 BaSc6Ni4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560330 Sr5V3BrO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850796 Li4Mn3Cr2O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763934 Li2InFe(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205292 Li9Mn7Cr12O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217362 Fe2Cu8P4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757246 KMn5(SeO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26711 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208725 K2RbScV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15109 Li3MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279742 CsVSeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30205 Na2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753688 MoH4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213184 TiFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201834 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759567 RbVSeO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-551760 LiPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-650943 Mg2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-630867 V2Cu2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226197 Sr9LuV7O28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554838 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569015 VOF2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759453 VH6(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209660 Nd4(WO5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1322486 Sr2MnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203598 Ba3MnO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036613 Li3Al2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758889 LiAlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19422 Y2Mo(SeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560148 Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555799 Fe5O7F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555537 LiFe5O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078919 Li2MnV(P2O7)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-704731 Ca3Fe2Br2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850399 HoCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199615 Fe5(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1565616 V2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200365 K2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18827 NaLi5Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23388 Li5Mn(CO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22006 TmWBrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-30136 KDy(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196049 DyVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758610 Li8Fe7(PO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769856 SrCa3(Co2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505405 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754851 FeCuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774621 Co3C10O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553969 ZnMo2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6953 CaPrCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765036 Li3La3(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755468 LiVOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003856 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247735 LiV(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757930 RbPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-997159 Cs2FeHF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556209 Be(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540864 Mn5Cr3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561642 Li3Cr2(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1174464 YTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662433 Si3(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8438 BaMnCO3F2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177709 Ba2Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770509 NiPtO2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-765499 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175052 U2V2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754284 Cs2Ti(WO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-5516 Nb12WO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765588 Li3Mn(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205906 LiVSO4F3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770589 Mn2InC10IO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-542789 Mo2H2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867719 Li2VO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105952 CaCr(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-639714 Mn2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1232313 LiMnCo3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1180042 Na2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562835 Li2AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227662 Sr2VClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178195 Na2TbMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31950 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222327 Li2Ti2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651311 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753547 NaDy(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754728 VOF Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776027 Ti3P6WO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196503 LiMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771887 Y2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18932 CsVSO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214281 MnPb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25082 KCr2FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177526 KLiSm2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180143 Li3MnF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759509 Na4Th(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625714 Li2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19277 Mn2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180190 NaCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177618 CaNiP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-2584 Li2MnSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19021 CsNbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753565 NaBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760285 Na3VH11IO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26251 RbNa2NiF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1272911 Li4V3Fe5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228739 LiVMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222732 Re2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759955 Sr2FeSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18856 MgVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769855 KMnP(OF)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1237139 Cr4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557603 NiH12SO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18493 Sm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-781597 Li3Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221853 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176193 V2P2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19379 Na5La(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227721 CoO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190266 Cr3Sn2Sb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765411 BaMo2C4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777649 Sr3CoSb2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753011 Ca2MnP2(H2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752907 Li3MnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759483 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191389 Li5MnO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770862 Tl2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177587 Dy2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174938 TmSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194329 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755749 RbEr(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-27494 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222059 V2Ni(TeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218100 Mn5NiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755550 Tm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756977 Li2FePO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1215616 Li4MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227801 Fe4O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-689929 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222358 HoCrTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780202 KMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557105 VCoH14(O2F)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
