mp-1218391 Ba2La6Mg4Ti3WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19379 LiFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101214 LiMoAsO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850744 K8Th(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756263 Y2Cr3O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867517 ZrCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179251 Li5V4O12F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175362 CrO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-677260 MoH18C5(NO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1188566 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758340 MgCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774880 CoTeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192277 V4Bi23O44 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216516 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211000 Ta2Zn2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105344 Ba2Ce2Ti2Fe(Si4O13)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753554 NaMnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211859 Li2Mn3(BO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27031 Li2VP4(H4O5)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19407 Ba3V2(SeO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755235 SrVSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756275 Li2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210573 Li2TiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203525 K2MoP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1038567 YCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756537 Sr2MnGaO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759056 MoF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755285 Li2V(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770872 Na3VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-40066 V2Ag6As2O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-16772 Rb3V(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220121 K2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753451 CsEr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1206344 CaNiP2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1175024 DyMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037085 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755965 Li2FeCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8489 VZn2IO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771056 La7Nb3(W2O15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1102412 CsTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214949 Mg2Ta2CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746324 CrH8(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849407 SrLaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8673 Li2FeSi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095280 CaV(Si2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760256 MoP4O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770406 CaMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18160 SrCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212847 Na2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199552 CoH14SeN5O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774801 Tl2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757329 Sr2CeMn3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215001 Bi7Mo2(AsO8)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567250 PrV2O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756346 Li2Mn(SeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194999 YbV4O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754012 ZnCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194343 MnSnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754255 Mn2NbFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179451 CaCrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199318 Li2ZnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277038 ThV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757124 ErCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-631621 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206575 Mn2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753525 KFeP4(H2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283181 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768729 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768850 MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752639 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220014 Ba3Y2WO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198660 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556889 Ba2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755249 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761527 Fe4P3H4NO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193007 LiMnNbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216116 NiBiP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849394 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220829 YWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215743 V2Pb4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559831 Li4Co3Sn5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19203 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757465 Li4V(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-693600 NaVH2(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197638 CsNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753249 LiFe2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772403 Fe2C8SO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224572 Mo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767709 Rb2MoS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1038340 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101661 VIn(TeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774825 CrPb2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303453 LiMn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177329 Mn2SnC10(ClO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756851 V(PO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1261307 Li3Mn(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200748 Li4Ti3(CoO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754248 KSc(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202595 LiFeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560156 Li2V3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1296462 CaCr2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1219879 Li6Mn5SbO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551544 TmTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759794 Li2CrCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850774 Cs8Zr(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764019 Zn2CrWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765498 K2MoAuF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759662 Li2FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771339 KCrClO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504579 NiSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759483 Rb2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099913 K5Na3Nb6(WO10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221578 Cu2MoSeO7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1194238 CsSm(MoO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-12329 LiMnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078318 Mn2CuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756123 CdTeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19188 Rb3Li2Al(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8596 Li2Co2Si2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559869 Sr5V3HO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704408 CuBi(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17967 Na3LiMo2(H6O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-479 K2NaCo(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505405 Li5Fe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19092 K4Ni(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222672 BaSr3Ca2(MoO6)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1192859 Na2VPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761001 MoAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291800 VIO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758146 Li3FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863437 NdBMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568372 VBiPbO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17071 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764642 La2Fe2Se2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19167 Mg30VZnO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-624762 CsMo2P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244856 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198636 MgCr2CuO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559885 Zn(NiO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505245 Ba2Mo3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226964 CoOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193420 Li3Y(NiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174439 KVMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13532 NaMg4V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1645095 Li4Mn5O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18494 Ba2TbV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758618 Cr2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196047 TbCrGeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755811 Na3CoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778002 Fe(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763959 Mo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193903 SrLaFeCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207863 CrP2Pb5O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776958 Li3Mn2CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213307 Sm2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209350 FePHC4(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202580 Na5CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176774 Li4Cr3Cu3(WO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176634 Na3MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19321 Li2CrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-581446 LaZnFeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9178 Li5NiOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25234 Sr5V3BrO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757987 LiTiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759756 KEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780089 LiCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214521 Cs2CaV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557902 Li5Nb2V3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766832 LiFe4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22974 Ni2P2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1306442 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698682 Li2MnV(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1075935 Fe3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219915 Li2Cr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774666 Er2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772963 Li2Mn(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174474 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217056 LiMgCr7(SO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104567 CrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760336 TaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195998 Na2VOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557676 CrMoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770417 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773050 Ca2CrSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209248 Li2NbCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100545 V2Cu3H6O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1286807 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-16268 Li4NiOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-933 MnPb(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16882 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22099 Cr2H28C10N6O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863376 K2MoH2(CO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210966 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201848 VHg4P2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698316 NdWNO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758903 Li6NiOF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705553 CoBH18Br2(N3F2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715493 V4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174238 CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764273 Ba2ErCuNi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175720 CaV(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209169 K2Be2NiH6F8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768763 ErAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219781 RbLa(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867734 NaV(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554274 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14348 KNd(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18944 Li4Ni3P4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745016 BaTeMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178326 CoF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755199 NaFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182836 Ba2V2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554787 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755946 KLiNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759328 Li2Fe2(SiO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754490 VAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754493 TlV2SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1285900 Li2VCr3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-27150 NaMoPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772666 UCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558835 CrAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11645 ErCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755094 Rb4Mo5H4Se2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19175 Li2Cr2H4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867719 LiMnPH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651122 Co2Br3(N2O)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16678 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755561 LiMnPH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202181 Sr2CoSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558816 RbSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18749 Co(IO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765605 RbDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780325 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211821 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26403 Cr2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213125 Y2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771887 Li4Mn(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777675 Rb2CoAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12664 Rb2MoSeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757128 Ba3In2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744188 K2Cr2AsHO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214095 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18301 VPH5NO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770862 Li4V5(P3O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744458 Li2FeBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761676 Na3VS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769568 LuMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556925 SrYCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29146 K5Mo4O14F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540779 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113539 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175201 BaTlVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19209 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757718 Mn2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735541 LaFe4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209368 VAg2HgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753537 LiFe3P3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-630867 Mo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19001 Li4Fe3(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30163 Li5Ni2O2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036766 MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752506 Sr3MoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764341 NaLiV(OF)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1208045 Li2CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218426 Li2CoBO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101208 MnH9C4NO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779348 LiFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5579 CoP3H16N4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222368 Mg14MnZnO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759613 LiVO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175590 Cr2Ag2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754028 CsNd(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541918 V(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753672 MgFeBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752976 SrNd3Fe4(AsO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757086 LiCrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757402 YbCrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176752 MgVBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211396 Li3Fe2(BO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-532810 CsTaCo(OF2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850427 MoW11O36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849742 Li3Fe9O5F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761495 La2FeCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555687 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778616 BaBi2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753252 Li6MnV3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554700 Ba3Cr2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274182 Na3NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753096 Na3MnBSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199126 VAgO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760228 Li2VCrP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780154 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211406 TiCr3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758961 MnSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626088 KMn2Zn3(Si2O5)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1184398 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201718 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210963 MnC6S2NO5F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778621 Li4Mn3Co3(SbO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096960 CsSc(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19315 TiNi(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773085 Na2FeAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1112332 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175715 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755566 Co5Te4Cl4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765159 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209249 Na2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755476 NbCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753828 KLa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556847 MnRe(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288892 VCrP2(O4F)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780295 Bi2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
