mp-775211 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207863 LaCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173734 MnFeCo(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755951 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220977 LiFe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759725 RbHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764355 Na2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177936 VPPbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755467 Ba3NiSb2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100902 CoWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754131 Li10FeCo9O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207903 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1244551 Ti4(Fe2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-975505 Y2W2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19130 Tl2V8O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-675030 KVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773559 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210966 Ta12MoO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4142 InCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1660522 Li14Mn2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17544 LiVO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-755100 FePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193903 Na5LiCo2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774940 MoH8(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771217 Mg3Fe3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572728 Li3Mn3O5F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558070 AlCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22169 LiMnVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176538 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111943 TmMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32334 CrPdO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1215273 LiTiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558221 Cu2WO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753282 Na5Tb(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757614 MnCdF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756572 UAg2(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203448 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755087 VHO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177412 VOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557365 Sr9LuV7O28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1281638 Fe4O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180459 Cr2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769511 La5MnOs3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757348 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-39483 LiMg30CoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771775 MnH2Cl2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177792 VBi(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227920 SrCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216343 Li2Cr3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201128 Li3Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1579309 SrLaCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753149 V2F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205381 K4Mg(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19760 NiH2(ClO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555778 V2As3H17C4N8O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25264 Sr4V2(Se2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559178 CrSn3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752945 Li2FeO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273223 La7SmCo6(AgO10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761233 MgMnPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504997 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753300 Ho2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222159 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2276 Li2Mn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197777 K3Sc(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279798 VBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770625 GaCoPH18C9NCl2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-15282 MnSO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754159 Sm3VGeO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779351 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559424 MoW11O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277673 SrLaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763916 LiAlNi3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765337 Ga2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754911 VB(PbO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101589 NaMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757757 MnZn4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25207 BaLaTiCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651122 In2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568137 Nd(Mo4O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505236 Mg3NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541148 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1577040 LiTi2VO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173624 LiMoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213944 MnVAgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22408 Na5Nd(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754491 Er2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558785 La2MgMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-919 Ti3CrSb2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753066 Cr2N2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210722 RbCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203941 Li32Mn3Cr13O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201033 Li2InFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214290 VPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1665852 CoMo8H36C8(NO16)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181609 KMgV5(H8O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867555 Li2VFeP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200792 MnNi3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504864 Fe8Cu3Te12(Cl5O16)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-16811 CoHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210016 K2NiPb(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218301 Li4NbCr5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771144 Li2TiMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274989 YWClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-566801 Li2Ni5O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559975 LiVSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193798 Sr3TaCoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179232 Li4MnSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504179 BaMo3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1195516 PrCoO3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1216798 Li2V(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770412 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554052 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036997 Mn3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757544 U3Ag6Mo5O27 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8449 Na3CrSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-690435 Na2FeAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096875 SrGdFeCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19281 ZnCo3(P2O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555102 V2ZnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4436 KNa7V8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561272 LiCoCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14118 Li3Mo4P5O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560156 MnH4(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101210 LiVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205535 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770570 Al2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644334 Al2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175407 K2RbPrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19082 CsCo(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26289 Cs2LiVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221594 VXe2F17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661813 VNiH14(O2F)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078353 Li7V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690540 La12Ga23WO56 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218611 La12Ga23MoO56 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1285501 LiVP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775331 Li2CoBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863361 Mg(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758092 SrCaMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18781 Mn6O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27510 Ni(XeF7)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227669 Ca3V2(GeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26008 CrHC7NO5F2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1003402 Ti3Mn2Sn(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19464 Nd4(WO5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752934 MgCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10460 SrMoAsH3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766464 Tm6WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776062 V2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774249 Ni3OF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559481 Li3(NiO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19313 AlFe2BO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754594 Co2BiB(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504477 Co(ReO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553968 Li4AlCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190411 Ti4FeBiPb4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641880 Li6Mn3CoO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768103 Fe(BO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765155 Li4VO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244831 LiMn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210378 Li2VO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744574 FeCu3(PO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218837 ZnCo2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772352 Nd3Er(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1575669 VO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225991 MnV5H20NO22 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705347 Li2VCrP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036995 NaDy(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558517 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1665555 LiScVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1113792 SmCrO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1285223 BaTe2Mo2(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221189 Ca8TiMn7O22 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174523 Na3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704210 Zr11VO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774370 Li2Ni(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173612 Co2PClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754391 Mg(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173949 V2P2H6PbO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753449 Li2Fe2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568822 Fe4As5O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14409 TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755154 LiMnVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756430 Mn12O7F17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764498 Sr2ZrVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541508 Li2Ti3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223180 Na3PrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1249333 K3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554919 Na5Li3V8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193226 CoH4(NO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19108 RbLaMnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216116 Ba2NbCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774600 KVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101545 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753491 VPPb3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755114 V2Bi24O41 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-823 BaZn(NiO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-643263 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756147 Mn6O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26789 MoO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18949 ThTe2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32023 Mg2Ta2MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1314878 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753624 Al8Zn3CoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780523 Li3VO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561210 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776015 Cs2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768607 NaLi2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555327 CoH15N6(ClO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213682 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26361 Na2Mo(H2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770765 MgTi2Pb4WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850339 LiVP2HO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757295 Hg2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1575885 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19315 Li6CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647813 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562903 MoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192188 RbVH6SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226454 KDy(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20569 ZnCo(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5656 V4Bi6PbO20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9978 VBO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190196 Li2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560376 Ba2Ni2F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212004 Na7Li3V10O30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1666920 Li2FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1183981 Mg3(Fe11O18)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209431 Ho2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287531 MoAs2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558445 Cs5Bi(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558765 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197295 Cd(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772668 Ba3V2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755709 Fe3(OF2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-562364 Ho(WO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-650518 LiFeP2HO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616444 Mn5O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17502 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193035 LaMgVFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1094094 CrP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-864958 Li3Fe2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111029 LiMnCO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757948 Na8Ti3Fe(Si4O11)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764936 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18921 Mn3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763481 Li4FeOF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1319123 Li9Ni15O28 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780466 Ni7(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23968 Cs2Mo2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752552 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29047 Sr2GaCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1660336 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765973 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1569717 KNd(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228534 LiNiBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542912 NaMn2Si3BH2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754887 Mn3Bi(CO)15 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752722 Li4FeOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20223 CsVSO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210008 LiCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194870 MnGeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753713 Li2TiFe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769634 SmVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209549 Li4Co7(OF7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1172916 ThTe2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037750 Li2Cr(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1102997 RbFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192451 LiFeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221571 Li2Mn(SeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772428 Li2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288517 La4MnSe6O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754411 LiVGaO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557669 TlCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227199 TbCrTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558051 Li3Ni5OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753243 CaMg14MnO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756070 KEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20143 Li7Co(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19167 K2Cr2AsHO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765962 K3NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770659 Li2NiP2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-770692 CrPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209982 Ti2Ni(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217380 RbMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863398 TbMoO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-764774 YMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174026 Li3V4P2O8F9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209245 Co2(PO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177540 MgV2O6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753103 NaV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559028 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198550 V(HgO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25280 FeC3SO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20032 LiNi(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770995 CsNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26985 MoCl4O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698406 Li2CuNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17170 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758392 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202597 V(AgO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174248 MoH12Pd(NO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178024 Cs3Nd(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764057 Li3Mn2P4HO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12031 CsDy(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752944 Mn6OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19276 LiVTe2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200408 Mn2SnC10(ClO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176707 Li3V4O11F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10339 TmWClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282570 LiFeF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
