mp-1178577 Li6CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-672176 MnC6S2NO5F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216293 Ca2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772164 Fe6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-643561 LiCo(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177369 Li4Mn3OF8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-600169 Sr2MgMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228511 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32310 Cs4U3Mo3O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752912 Na2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735483 MnH28C12Br2(N4O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25247 Na3Zn2(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756947 Nd4V5(Si2O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201686 GdCrTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8428 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24055 Mn2C7S2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218171 Li5Mn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228731 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213335 NaLi2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212174 LiAlNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31517 Li2Cr(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625547 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765626 LuNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505457 Sr2MnCuSO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218156 NbTlWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201901 MnInO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756200 LiSb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756130 Li2Mn(SeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778931 Ca2VWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753093 LiVOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177590 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181818 Li3MnVP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755709 Li2FeOF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1194816 VPbOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556925 Li7V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765509 Pr2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556265 CrF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755129 LiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758092 Li2V(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764063 FePtO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211443 Cs2V4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176249 Ta6Zn3(FeO6)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175298 Li3V2(NiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25844 VAg2AsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772272 K2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223661 Zn(Mo4O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1648369 Na14Co2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-41473 Y2Cr3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753061 NdTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775412 Li2Si4Ni4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15457 CsVSO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1245257 Co3P2H2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223705 KEr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1229143 Li7V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760033 Li3MnCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759885 Na2LiCaVP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997161 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698587 Na3VH6O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759039 FeC3SeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753262 Li3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755514 Li3MnCoO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-27510 CoH13C2N4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541910 UVAgO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756333 Ba5Lu8Ni4O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101563 SrLaFeSnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199770 Li2VOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753080 V4FeCuO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767960 KNaV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204296 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221409 CaCrF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216994 CsTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1651584 Sc2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228087 Li2V3(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221047 Na2CoAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556997 Mn2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850367 CoSb2Br2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205690 K2V(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849767 RbLiCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176989 VAg2PO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18050 CrOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558859 FeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752524 LiMn2P2HO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505271 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863356 Fe3(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-36465 Fe3H10S2NO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207118 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755694 Li3V(H4O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1660336 Ni5(P2O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849388 LiNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218145 MgTi2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771144 CsVSeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15892 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31603 Li4TiMn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-531911 Tl2CoP4(HO2)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-585189 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9251 Sr4Mn3(ClO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754778 MnZn4O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773512 LuMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199885 Li2CrPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776555 Li2FeCu(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558437 Co2SnC8(ClO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18906 MoPH3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178864 MgTi4MnZnNiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771701 K2V3P4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753249 KLiLu2(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228766 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219165 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192505 Ta12MoO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754513 Li4Mn5CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195132 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755614 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755979 Na3FeC6O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7390 BaLuCo4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14216 Co2H22C(N2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760196 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19006 Ba2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21302 CrCoH15N5ClO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744212 Ba2CdMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196429 Li3Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1071505 Li5Mn2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211339 Ba2FeCoF9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560426 SmVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1237503 LiMnP3HO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755562 MgCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211994 Ca3MnCSO25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778183 RbFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557413 NaV4Cd3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755934 Li3Mn2Fe(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221264 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214013 HoMg(NiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554270 Li2MnOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1308212 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776152 Li4Cr3Co2Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753489 Li2FeH4(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756254 KMgFe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694898 Li2CrAsCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209157 V2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556318 KVSO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218906 AlV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238434 La7SmMn2(Fe3O10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200592 Li3Co3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177173 CsLu(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209136 La2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213122 Li2VO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766883 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176918 LiCoSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777909 Zn3Co4(SbO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206497 K4Mo2H6S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195119 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177211 BaLi2NiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217927 Na3VH11IO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-910 LaCrWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213941 LiFeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760336 Fe4Pb(CO)16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208057 K3Nb6VO19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758830 K4MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193853 Li2VFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1147652 LiNbFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776053 K3MnF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754592 Na3VB6O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772667 Mn2FeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753736 NaFe2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190856 Na2Zn11(MoO4)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504836 Li2CrP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756920 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228110 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18251 NaV2Bi3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-541256 Li2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770969 Na3(CoO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100936 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194929 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754609 Sr2MnTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26358 V6O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219606 K2FeF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195643 Li2V4O3F8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076493 Al2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176280 TiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764080 Ag6Mo2ClO7F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277084 CrF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226244 V4OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662022 NaMg3Al(MoO4)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214963 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754932 Fe7O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-582797 VF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173616 Ba7Nb4MoO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18734 BaMn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765902 CsDy(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6718 Sr2CrWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753767 Tb2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761401 Li3CoSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175653 FeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10611 Li4Ni2OF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218351 V3O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204398 MnAs3(PbO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196917 In2Te2MoO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211552 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759969 MgCr4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211391 Na2Co2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625679 Li4Mn3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1280463 NaV5H18N2O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-706518 LiCoPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076287 Mo(HO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003856 CsTiCoOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754642 Li3(FeO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1661938 LiMnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849523 KCo2H3(SeO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753547 FeSb2C6(OF2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775274 AlVMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223817 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775271 LiTiFeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29047 ZnNiF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213307 Na9Sc(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223008 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8615 YFe(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755482 MgFe(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195392 NaFe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755672 Li3Co4TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-687090 LiCo3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302545 Cs2Te(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19490 Mn4(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850898 Li3Mn(CoO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18772 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219450 LaV2BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863432 ZnCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19379 Rb2CoP4(HO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753537 NbVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770390 SrFe2S2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223569 Nd3Er(WO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541190 TlCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753760 MnSb2F12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764959 Li2Mn3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104938 LaTaZnFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15834 Na8Ta7VO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12283 Li9Mn7Cr12O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-6213 BaYb2NiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18405 CaFe(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-561403 MnSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193927 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273331 Ni3H12C10NO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776087 ThTe2MoO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1290713 Li6V3W3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227825 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200943 Ba2CaV2(P2O9)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-555242 SmSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19117 Li4Cr3GaO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095420 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1289332 Li3TiCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775022 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205312 Li2Cr3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211038 Li3Mn3TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510638 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683600 NaLi2V3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227420 Li14Cr2N8O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19034 LuVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557893 Ni(BO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765901 K2NaFeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1035812 BaV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560733 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174183 BaY2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194640 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204339 V5(PbO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197180 Sr2CaMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542031 CoH4(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218828 Li2CoBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758900 Na3Fe5(SiO3)10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850422 Li2FeGeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762572 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217012 Li3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754508 Rb2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849637 Li2VO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744639 Cr2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778119 Mn2FeSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698293 Li2VF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776431 Li8FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754986 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752925 Li2Cr3BiO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850960 LiCrP4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849301 Fe8H10O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7725 Mn3O4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-776440 ErAg(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174085 Na3Mn2BO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504845 KDy(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19315 MnPb2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194810 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756141 Na2FeAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223559 YWO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763259 LiV(CO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757124 Na2Mn(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17544 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559424 CrAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1643811 Na2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-851254 Mn3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504678 Rb8Fe2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105394 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214986 TiV2Fe3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755644 Cr2(PO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697924 Li3Mn4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773050 Na5V2P(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776154 Li4Cr2Si4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037038 HoWBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754053 Ta2Zn2CrO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-777469 VBi(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205113 VPbO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215738 Rb6U2Mo4O21 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214126 VAgSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757086 Li2Cr3Si3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198514 LiNi(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704688 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222049 Mn3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25403 YMoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756356 LiMn3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
